3,15,50,0,136774510378.9478302,1,1
3,15,50,0,153880150532.6140747,1,1
3,15,50,0,211264651937.9107056,1,0.94
3,15,50,0,1088169753198.133667,0.02,0
3,15,50,0,1284586843906.075928,0.06,0
3,15,50,0,159253884865.532135,1,0.94
3,15,50,0,904774910471.8398438,0.02,0
3,15,50,0,150423618651.5932617,1,0.98
3,15,50,0,172865892400.822876,1,1
3,15,50,0,145351441737.1216125,1,0.98
3,15,50,0,136711216252.6473541,1,0.94
3,15,50,0,144752772174.3161011,1,1
3,15,50,0,128272593188.626709,1,0.96
3,15,50,0,170215209540.7008057,1,1
3,15,50,0,1117718808188.383545,0.06,0
3,15,50,0,187557056971.9818726,1,1
3,15,50,0,145294853912.7698669,1,0.92
3,15,50,0,187733725723.8769836,1,0.94
3,15,50,0,158132519177.6396179,1,1
3,15,50,0,160257110100.4014893,1,1
3,15,50,0,166116042163.9546814,1,0.98
3,15,50,0,126527519372.9496918,1,1
3,15,50,0,179401634875.2331848,1,1
3,15,50,0,170413397120.9749146,1,0.98
3,15,50,0,804647790382.9219971,0.08,0
3,15,50,0,942627113702.0924072,0.08,0
3,15,50,0,727171476886.1402588,0.04,0
3,15,50,0,169632906173.5121765,1,0.98
3,15,50,0,193574788159.945282,1,1
3,15,50,0,214134053424.4334106,1,0.96
3,15,50,0,775394155386.0528564,0,0
3,15,50,0,164115466924.0860596,1,0.92
3,15,50,0,161033940453.4360657,1,0.98
3,15,50,0,157813802446.7920227,1,0.96
3,15,50,0,204361202652.5595398,1,1
3,15,50,0,169289138737.7726746,1,0.94
3,15,50,0,162361405479.7883301,1,1
3,15,50,0,157140790208.4104309,1,1
3,15,50,0,172207332357.6115723,1,0.94
3,15,50,0,196121508413.378479,1,0.96
3,15,50,0,162923675593.3555908,1,0.92
3,15,50,0,864805920490.1816406,0.08,0
3,15,50,0,141784031175.6209412,1,0.92
3,15,50,0,160759013597.8082886,1,1
3,15,50,0,158234220390.644928,1,0.92
3,15,50,0,164183805161.9872437,1,1
3,15,50,0,205583036034.187439,1,0.98
3,15,50,0,148087260756.1420288,1,0.96
3,15,50,0,148969866378.8081055,1,1
3,15,50,0,201517253642.5090332,1,0.96
3,15,50,0,167643606360.1564331,1,0.98
3,15,50,0,174213834848.7723694,1,0.96
3,15,50,0,149647577812.9301758,1,0.94
3,15,50,0,161243433871.9626465,1,0.94
3,15,50,0,141544219050.0911865,1,1
3,15,50,0,174561720007.0098572,1,1
3,15,50,0,129388362578.4156799,1,1
3,15,50,0,136694183594.3782501,1,0.98
3,15,50,0,156677189308.0890198,1,0.9
3,15,50,0,139164509153.553894,1,0.96
3,15,50,0,139360377564.0407104,1,1
3,15,50,0,133672287520.6660309,1,1
3,15,50,0,150416834313.3595276,1,1
3,15,50,0,176638876630.8569641,1,1
3,15,50,0,204603397796.2371826,1,1
3,15,50,0,143932386367.9573975,1,0.98
3,15,50,0,143589921598.7568359,1,1
3,15,50,0,159304181148.8218079,1,1
3,15,50,0,148274245959.1774902,1,0.96
3,15,50,0,149898319803.7683716,1,0.92
3,15,50,0,165152561461.4826965,1,0.96
3,15,50,0,747120665709.6956787,0,0
3,15,50,0,156316641871.2757568,1,0.94
3,15,50,0,156799912535.3564453,1,1
3,15,50,0,156308230132.1930847,1,1
3,15,50,0,161418374142.957489,1,0.98
3,15,50,0,177135093346.6924438,1,0.96
3,15,50,0,175207286712.1091614,1,1
3,15,50,0,141225590557.9562988,1,0.92
