6,6,10,10,3088084674641.020508,1,1
6,6,10,10,3697642796072.107422,0.85,0.85
6,6,10,10,5475549717968.494141,1,1
6,6,10,10,9561970656658.21875,0.6,0.6
6,6,10,10,9907762622907.492188,0.45,0.45
6,6,10,10,3373917828493.008301,1,1
6,6,10,10,4425013386445.467773,0.55,0.55
6,6,10,10,23067211994773.03516,0.15,0.15
6,6,10,10,13278487389771.76172,0.05,0.05
6,6,10,10,13180486943867.24609,0.1,0.1
6,6,10,10,10625098128614.19336,0.75,0.75
6,6,10,10,9347033162771.923828,0.75,0.75
6,6,10,10,3771079996790.138672,0.75,0.75
6,6,10,10,12204474278569.39258,0.5,0.5
6,6,10,10,8563212042839.558594,0.6,0.6
6,6,10,10,6711463325201.484375,0.95,0.95
6,6,10,10,8701521646520.404297,0.85,0.85
6,6,10,10,7848568227102.916016,0.5,0.5
6,6,10,10,8445477155601.299805,0.65,0.55
6,6,10,10,5020687842821.889648,1,1
6,6,10,10,2691943485536.398926,0.85,0.85
6,6,10,10,10344523245860.07227,0.35,0.3
6,6,10,10,4491356020029.260742,0.5,0.5
6,6,10,10,5624026972005.749023,1,1
6,6,10,10,10802371335770.34375,0.75,0.75
6,6,10,10,4641227374745.876953,0.5,0.35
6,6,10,10,6209690405559.958008,0.55,0.55
6,6,10,10,9883449774589.708984,0.65,0.65
6,6,10,10,6879447949228.47168,0.55,0.55
6,6,10,10,6022845428868.144531,1,1
6,6,10,10,29573961023879.09375,0.5,0.5
6,6,10,10,3476071128227.133301,0.85,0.85
6,6,10,10,9155536201664.941406,0.5,0.5
6,6,10,10,10283492205406.85938,0.55,0.55
6,6,10,10,6347535483620.262695,1,1
6,6,10,10,9262445678744.5,0.6,0.55
6,6,10,10,5584862629914.672852,0.5,0.5
6,6,10,10,8992628928587.802734,0.75,0.75
6,6,10,10,4899417650502.399414,1,1
6,6,10,10,5662431435357.240234,0.6,0.6
6,6,10,10,3310573886266.544434,1,0.7
6,6,10,10,6561270194145.780273,0.55,0.55
6,6,10,10,7213651931632.698242,0.45,0.45
6,6,10,10,4265260008590.429688,0.5,0.5
6,6,10,10,3270296086655.833008,1,1
6,6,10,10,10049454033360.73242,0.55,0.55
6,6,10,10,10385635845628.23438,0.05,0.05
6,6,10,10,3361622491434.649902,0.75,0.75
6,6,10,10,5110466878197.692383,0.5,0.5
6,6,10,10,7440300173102.44043,0.65,0.65
6,6,10,10,11707694116475.11328,0.4,0.4
6,6,10,10,10092687582049.6582,0.5,0.5
6,6,10,10,17175860462313.16797,0.2,0.1
6,6,10,10,11510702517953.82227,0.5,0.5
6,6,10,10,8210696992907.766602,0.75,0.75
6,6,10,10,10951416200988.01758,0.05,0.05
