3,5,0,10,385421690158.3884888,1,1
3,5,0,10,168012203191.0891113,1,1
3,5,0,10,1082879724507.606812,1,1
3,5,0,10,464141143992.7087402,1,1
3,5,0,10,280206563101.4835815,1,1
3,5,0,10,2717225074264.118652,0.9,0.9
3,5,0,10,297606167628.8535767,1,1
3,5,0,10,953151333239.7695312,1,1
3,5,0,10,542619041795.4263916,1,1
3,5,0,10,369151762791.8776855,1,1
3,5,0,10,487105144017.8867798,1,1
3,5,0,10,448375761092.7877197,1,1
3,5,0,10,1292195677583.408203,1,1
3,5,0,10,941454960533.7750244,1,1
3,5,0,10,1161758654262.472412,1,1
3,5,0,10,1665812696442.460205,1,1
3,5,0,10,1161788160842.669678,1,1
3,5,0,10,1682850306661.19751,1,1
3,5,0,10,627056912709.1374512,1,1
3,5,0,10,1111370746179.165771,1,1
3,5,0,10,179716523857.4069519,1,1
3,5,0,10,134201348284.144165,1,1
3,5,0,10,260647781038.2540588,1,1
3,5,0,10,156517773329.0166626,1,1
3,5,0,10,153379088599.8940125,1,1
3,5,0,10,199874223756.6262817,1,1
3,5,0,10,333875035905.0802612,1,1
3,5,0,10,293828800355.4961548,1,1
3,5,0,10,121238759546.7322083,1,1
3,5,0,10,201729368149.8851013,1,1
3,5,0,10,917343479403.8546143,1,1
3,5,0,10,901734858072.3043213,1,1
3,5,0,10,587415003933.2419434,1,1
3,5,0,10,653306128135.5872803,1,1
3,5,0,10,449127593822.2897339,1,1
3,5,0,10,585765014378.607666,1,1
3,5,0,10,696762206913.7011719,1,1
3,5,0,10,509397117870.8227539,1,1
3,5,0,10,616257399376.8135986,1,1
3,5,0,10,476069171585.8052368,1,1
3,5,0,10,2409488487415.270996,0.9,0.9
3,5,0,10,2591055110416.166504,0.9,0.9
3,5,0,10,623341309302.8308105,1,1
3,5,0,10,455094389226.0394287,1,1
3,5,0,10,575118333968.3751221,1,1
3,5,0,10,653452578111.9873047,1,1
3,5,0,10,539313943142.0982056,1,1
3,5,0,10,638575325296.333252,1,1
3,5,0,10,766578043711.4926758,1,1
