3,5,5,5,1055042593959.217896,1,0.9
3,5,5,5,7881287776583.267578,0.9,0.9
3,5,5,5,1150705727131.457275,1,0.9
3,5,5,5,1714652325926.405273,1,1
3,5,5,5,1192359323950.702637,1,1
3,5,5,5,1618107505070.064209,1,0.7
3,5,5,5,2494710244383.567383,1,0.7
3,5,5,5,2261425486535.84375,1,1
3,5,5,5,1154625567854.473877,1,1
3,5,5,5,1740394395887.618408,1,0.8
3,5,5,5,900661286088.5499268,1,1
3,5,5,5,1671010187089.920898,1,1
3,5,5,5,550647311979.9287109,1,0.9
3,5,5,5,1971722932344.962402,1,0.9
3,5,5,5,5078584143744.136719,1,1
3,5,5,5,2850643285326.387695,1,0.5
3,5,5,5,2684266524181.989258,1,0.5
3,5,5,5,2151489219271.161377,1,1
3,5,5,5,1469410116130.557129,1,1
3,5,5,5,1731046785087.818359,1,1
3,5,5,5,3685040237751.273926,1,1
3,5,5,5,1536079800668.126953,1,0.9
3,5,5,5,4885249406872.087891,1,0.9
3,5,5,5,2370897405229.370605,1,0.9
3,5,5,5,1414875782562.505859,1,0.9
3,5,5,5,1918465841630.978027,1,1
3,5,5,5,1341622638229.933105,1,0.9
3,5,5,5,3651963522623.311035,1,1
3,5,5,5,1355842063130.03833,1,0.9
3,5,5,5,1790687066865.87085,1,0.9
3,5,5,5,3266057923205.168945,1,1
3,5,5,5,1461368877457.611816,1,1
3,5,5,5,1162448293540.95459,1,0.5
3,5,5,5,3805800490909.214355,1,1
3,5,5,5,4298349129443.849609,1,1
3,5,5,5,9020941718702.150391,0.9,0.9
3,5,5,5,2420676680182.965332,1,1
3,5,5,5,3439904174715.738281,1,1
3,5,5,5,6340787012752.313477,1,0.6
3,5,5,5,12010046599644.52539,0.9,0.9
3,5,5,5,446984230495.2623901,1,1
3,5,5,5,558868444975.7392578,1,0.8
3,5,5,5,3112116277550.238281,1,0.8
3,5,5,5,10760362244045.1543,1,1
3,5,5,5,1490504790515.304688,1,1
3,5,5,5,5605794090253.711914,1,0.5
3,5,5,5,3596542790880.948242,1,1
3,5,5,5,2055095087222.287598,1,1
3,5,5,5,1173262954023.479004,1,1
3,5,5,5,3669749894531.188477,1,0.5
3,5,5,5,490622883823.3234253,1,1
3,5,5,5,1054582674900.48999,1,1
3,5,5,5,544780377962.5682983,1,1
3,5,5,5,1265251665031.487793,1,1
3,5,5,5,955356330017.434082,1,1
3,5,5,5,759690496771.6751709,1,1
3,5,5,5,879064195087.197876,1,1
3,5,5,5,1978954569824.156738,1,1
3,5,5,5,663370178311.3227539,1,1
3,5,5,5,832975116376.3380127,1,1
