Generation, Iteration, Trial, Vl_1, Vr_1, Vl_2, Vr_2, Vl_3, Vr_3, Vl_4, Vr_4, Fitness Value
1,2,25,-0.199503,-0.0323324,0.459213,-1.47976,-0.908406,0.0351901,0.0498162,-0.908924,68016166323129.58594
1,2,23,-0.199503,-0.0323324,0.459213,-1.47976,-0.908406,0.0351901,0.0498162,-0.908924,47483699917674.99219
1,2,2,-0.199503,-0.0323324,0.459213,-1.47976,-0.908406,0.0351901,0.0498162,-0.908924,55107323030834.125
1,2,6,-0.199503,-0.0323324,0.459213,-1.47976,-0.908406,0.0351901,0.0498162,-0.908924,60450057057227.6875
1,2,12,-0.199503,-0.0323324,0.459213,-1.47976,-0.908406,0.0351901,0.0498162,-0.908924,41344301295750.85938
1,2,9,-0.199503,-0.0323324,0.459213,-1.47976,-0.908406,0.0351901,0.0498162,-0.908924,72551134230583.71875
1,2,15,-0.199503,-0.0323324,0.459213,-1.47976,-0.908406,0.0351901,0.0498162,-0.908924,57902817406581.19531
1,2,3,-0.199503,-0.0323324,0.459213,-1.47976,-0.908406,0.0351901,0.0498162,-0.908924,69531348488790.00781
1,3,10,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,66217316764706.76562
1,3,4,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,52731329502900.96094
1,3,18,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,42663303849183.85156
1,3,7,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,48057128024317.67969
1,3,20,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,56845551516628.34375
1,3,24,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,53858601040812.57812
1,3,16,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,57347298064821.60938
1,3,1,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,60925141977500.34375
1,3,22,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,50514081162113.9375
1,3,13,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,47595683389277.0625
1,3,11,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,73783258755073.09375
1,3,5,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,57605210331252.23438
1,3,25,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,78197023801919.60938
1,3,19,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,57798763370564.58594
1,3,8,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,66191515405152.64844
1,3,23,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,73034750393849.40625
1,3,21,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,63772657508590.32031
1,3,2,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,77887399576373.3125
1,3,14,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,73062425107358.04688
1,3,17,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,57852366209492.71094
1,3,12,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,62999737382175.14844
1,3,9,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,62509325716085.39062
1,3,6,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,50140175329676.35938
1,3,15,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,47038072067286.96094
1,3,3,0.713692,-0.620632,-0.89574,-1.16725,-1.25324,0.00792947,0.630376,-0.853281,61080024025637.24219
1,4,24,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,56487682730669.0625
1,4,13,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,44967942820030.3125
1,4,20,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,68927375009220.78125
1,4,22,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,49048554187756.24219
1,4,1,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,45518957336083.95312
1,4,16,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,62511213321861.77344
1,4,4,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,49870109206276.96875
1,4,7,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,63646950230974.8125
1,4,10,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,75771301800282.09375
1,4,18,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,34104557196800.76172
1,4,14,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,50402687799646.86719
1,4,17,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,68700536739471.5
1,4,25,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,53758548000862.61719
1,4,23,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,47972026569747.42188
1,4,5,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,57857380985334.75781
1,4,11,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,61753612730134.95312
1,4,2,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,42831992205526.94531
1,4,21,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,41456408275379.80469
1,4,8,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,80166211327680.59375
1,4,19,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,48786014387019.26562
1,4,15,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,52855478005709.32812
1,4,12,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,53390181366400.25781
1,4,6,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,57808393070202.375
1,4,3,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,74370338131805.85938
1,4,9,-0.164203,-0.19518,-1.62131,-0.185409,0.260236,-1.53142,-1.29991,1.94248,43592710129865.47656
1,5,13,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,44905140641620.45312
1,5,18,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,71507095107533.9375
1,5,10,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,54475305668666.70312
1,5,24,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,50054700967780.89844
1,5,20,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,61323042599874.3125
1,5,4,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,69397487777089.24219
1,5,1,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,60445907853280.89844
1,5,22,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,43223220526203.66406
1,5,16,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,57725895819948.11719
1,5,7,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,47268053682603.86719
1,5,14,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,44861859298852.28125
1,5,11,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,65800565475947.47656
1,5,25,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,37765050998898.21875
1,5,19,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,55940993898717.07031
1,5,2,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,50679880734332.71875
1,5,21,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,48661202057503.67969
1,5,5,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,43498249389508.0625
1,5,23,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,51448823875867.80469
1,5,17,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,79688434611455.90625
1,5,8,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,66386486075548.08594
1,5,15,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,49998985612390.61719
1,5,12,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,60354612491312.15625
1,5,3,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,44603911464023.94531
1,5,6,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,62130872093296.00781
1,5,9,-1.07049,-0.190031,0.339387,-0.076362,1.26016,-0.487639,-0.288941,0.267635,76703428394745.42188
1,6,10,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,68584486476060.92969
1,6,22,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,64955353729432.5
1,6,20,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,55302154756442.35156
1,6,1,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,69505684031283.38281
1,6,7,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,51538167065064.64062
1,6,4,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,73640724604663.42188
1,6,24,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,66218971818486.14062
1,6,18,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,54363587810585.8125
1,6,16,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,70107298265890.73438
1,6,13,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,48429463718189.29688
1,6,11,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,51065651347263.27344
1,6,21,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,45202328798816.42188
1,6,2,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,58826607836601.32812
1,6,23,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,66578216446378.64844
1,6,5,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,66490640194497.36719
1,6,8,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,44814261148366.10156
1,6,19,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,52897642944898.94531
1,6,25,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,50332958274562.8125
1,6,14,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,73288431409312.125
1,6,17,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,44265710726105.01562
1,6,12,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,75086992519888.17188
1,6,3,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,55412788735455.25
1,6,6,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,43224298594784.61719
1,6,9,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,48029348383638.89062
1,6,15,-0.142072,-0.221861,-1.19947,-0.898659,-0.619907,-0.0422608,-0.529095,-0.56421,54344580381784.67969
1,7,20,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,35782516191169.19531
1,7,4,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,51082648054378.73438
1,7,18,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,44215065466843.00781
1,7,1,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,46434368344428.36719
1,7,22,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,53096355261233.98438
1,7,13,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,52526538704346.42188
1,7,24,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,68046505656699.17188
1,7,10,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,43871157101709.48438
1,7,7,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,44143323239114.60938
1,7,16,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,57827602398744.85938
1,7,21,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,51053533024314.30469
1,7,14,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,67190511419738.51562
1,7,25,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,46661917565676.07031
1,7,17,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,62034009945672.63281
1,7,5,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,60518416218448.14062
1,7,19,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,51769875927474.9375
1,7,2,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,75159986049273.6875
1,7,11,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,65819930406078.82031
1,7,23,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,61932517932181.05469
1,7,8,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,53549025062778.5625
1,7,3,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,59731363149660.85156
1,7,15,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,40543342495787.00781
1,7,6,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,77937622356304.4375
1,7,12,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,51943925011264.70312
1,7,9,-0.664404,-0.199922,0.39178,-0.313297,-1.14547,-0.400815,0.258311,0.319024,40703549173318.53125
1,8,7,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,73842841559404.21875
1,8,24,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,54024367737373.75781
1,8,4,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,89401866164269.84375
1,8,20,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,47342077599399.77344
1,8,13,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,75440345674749.84375
1,8,10,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,52074533663674.875
1,8,22,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,39552026770829.25781
1,8,16,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,87540991882343.76562
1,8,18,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,59100310786073.13281
1,8,1,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,50711678079068.60938
1,8,8,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,71068651442647.625
1,8,11,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,57695939390124.125
1,8,21,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,79840452764674.71875
1,8,25,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,55236904218873.13281
1,8,14,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,61399931448209.78906
1,8,23,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,70720400065740.90625
1,8,17,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,61150256377375.14844
1,8,2,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,61810625103586.78906
1,8,5,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,50906295290714.48438
1,8,19,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,63235565104305.36719
1,8,12,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,61116043963608.14062
1,8,9,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,75579692200493.04688
1,8,6,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,74699295075568.67188
1,8,15,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,57934622517128.64844
1,8,3,-0.127435,0.424138,-0.108114,0.259019,-0.122574,-0.489741,-0.561045,0.0695545,62688004939670.8125
1,9,7,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,59744783310348.38281
1,9,24,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,67924008560566.25
1,9,10,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,86912212750987.875
1,9,22,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,61495905804248.10156
1,9,20,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,74490180631318.59375
1,9,1,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,54408738103786.76562
1,9,16,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,53938171306478.60938
1,9,18,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,67895078033321.03906
1,9,4,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,67888287155537.67969
1,9,13,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,70932163503696.64062
1,9,8,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,70736701984934.76562
1,9,23,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,74376426361363.01562
1,9,21,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,91238089358811.03125
1,9,11,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,65527218171160.25
1,9,14,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,57328683133547.01562
1,9,25,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,67766875924579.375
1,9,17,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,77118783904562.92188
1,9,5,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,58201349928634.08594
1,9,2,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,51243399945010.90625
1,9,19,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,50600845254468.35156
1,9,9,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,81448597523416.39062
1,9,6,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,71082455979343.5
1,9,12,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,57756447481140.60156
1,9,15,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,62065087746578.71875
1,9,3,-0.526683,0.946496,0.0320618,-0.110776,-0.070676,1.59501,-0.290777,0.355305,61973544479114.83594
1,10,16,-0.0216223,1.17552,-1.17294,-1.04604,-0.234128,-0.456787,-1.5042,-1.27482,53533419031982.90625
1,10,7,-0.0216223,1.17552,-1.17294,-1.04604,-0.234128,-0.456787,-1.5042,-1.27482,39295178372363.04688
