Generation, Iteration, Trial,Vl_1, Vr_1,Vl_2, Vr_2,Vl_3, Vr_3,Vl_4, Vr_4,Vl_5, Vr_5,Vl_6, Vr_6,Vl_1, Vr_1,Vl_2, Vr_2,Vl_3, Vr_3,Vl_4, Vr_4,Vl_5, Vr_5,Vl_6, Vr_6,Fitness Value
1,1,16,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,6854146708.834202766
1,1,41,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,6218450683.919979095
1,1,1,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,6839602227.925070763
1,1,11,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,7632440461.112143517
1,1,21,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,4917747051.550714493
1,1,26,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5301768186.779491425
1,1,31,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5817812427.014474869
1,1,6,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,6281902356.116465569
1,1,36,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,6359706071.717637062
1,1,46,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5824488173.870829582
1,1,42,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5144243418.153698921
1,1,32,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5199143391.911690712
1,1,47,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5185559787.003163338
1,1,12,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5236912567.92546463
1,1,2,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5230032421.141735077
1,1,17,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5185976889.67316246
1,1,27,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5125411026.179677963
1,1,7,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5199948062.917559624
1,1,22,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5170383844.16919136
1,1,37,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5245173533.356121063
1,1,33,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5825147787.581580162
1,1,43,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5816302784.191250801
1,1,48,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5813725238.476270676
1,1,28,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5826056546.031163216
1,1,13,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5816046864.302698135
1,1,18,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5808484432.727416039
1,1,8,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5817543968.500235558
1,1,23,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5391719999.312170029
1,1,3,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5825271553.395906448
1,1,38,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5354207666.489788055
1,1,44,0.327767,-0.530445,1.85765,-0.28459,1.104,0.31889,0.658567,-0.0481924,-0.188212,0.797192,0.581824,-0.292388,-0.715569,0.0903636,-1.17548,-0.217159,-0.12638,-0.287385,-0.552043,-0.2791,1.05163,-0.578512,2.16203,-1.40547,5203336142.681014061
