Generation, Iteration, Trial,Vl_1, Vr_1,Vl_2, Vr_2,Vl_3, Vr_3,Vl_4, Vr_4,Vl_5, Vr_5,Vl_6, Vr_6,Vl_1, Vr_1,Vl_2, Vr_2,Vl_3, Vr_3,Vl_4, Vr_4,Vl_5, Vr_5,Vl_6, Vr_6,Fitness Value
1,1,11,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5436857858.960313797
1,1,46,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5442127439.168453217
1,1,23,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5442973277.60618782
1,1,50,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5438164008.639291763
1,1,32,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5438707697.326777458
1,1,20,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5438866406.036651611
1,1,48,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5436919940.078515053
1,1,26,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5435327309.228269577
1,1,40,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5435371255.870262146
1,1,2,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5442109742.132164001
1,1,38,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5449732415.638108253
1,1,42,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5442286262.002977371
1,1,17,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5438592551.091127396
1,1,29,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5442170020.229030609
1,1,15,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5715964260.59866333
1,1,6,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5735353376.005626678
1,1,9,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5719359268.207828522
1,1,12,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5719600923.534993172
1,1,24,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5722605630.373380661
1,1,21,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5728825508.417238235
1,1,27,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5722694522.943662643
1,1,3,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5943291502.299865723
1,1,30,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5942161054.527172089
1,1,18,0.289053,-0.242183,0.304418,-0.472638,-1.57183,0.698111,0.445337,0.645887,0.385466,-0.212059,-0.317085,0.909519,1.48095,0.623838,-0.333819,-0.634156,0.86524,0.293264,-0.765779,0.870953,-0.419825,-0.201889,0.736218,0.49901,5958786986.702608109
1,2,49,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6438403020.266916275
1,2,45,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6323253748.221329689
1,2,28,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5358817347.174215317
1,2,41,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5559527437.868299484
1,2,35,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5407626249.475865364
1,2,25,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5852760875.085533142
1,2,16,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6038402657.467503548
1,2,13,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5531652534.323455811
1,2,22,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6659684710.726647377
1,2,1,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5124540052.787086487
1,2,19,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5211599715.236556053
1,2,7,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5311592452.738114357
1,2,4,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6031353387.318242073
1,2,39,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6784988967.474514008
1,2,43,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5341057835.629828453
1,2,31,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5907959867.789331436
1,2,37,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,7174127310.662908554
1,2,47,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6226692088.152211189
1,2,10,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6776204264.655175209
1,2,33,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6311016160.41071701
1,2,50,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6164139973.22785759
1,2,46,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6181484733.963726997
1,2,29,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6126063863.159223557
1,2,36,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6196300055.108273506
1,2,17,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6172688031.004573822
1,2,14,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6141306546.887210846
1,2,42,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6189071399.237220764
1,2,40,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5955916852.630172729
1,2,23,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6231315089.934204102
1,2,26,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6187200570.716288567
1,2,20,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6223070614.935316086
1,2,2,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6118531753.899886131
1,2,5,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,5736907597.238464355
1,2,32,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6197868687.891963959
1,2,8,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6152971246.785170555
1,2,44,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6190874150.973000526
1,2,11,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,4535529097.662043571
1,2,48,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,4526828552.589756012
1,2,38,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,4485362123.516010284
1,2,34,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,4530046665.414356232
1,2,30,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6380628624.894268036
1,2,24,0.286096,0.197332,-0.475514,0.0512623,-0.438131,0.725464,0.155432,-0.489335,-0.348946,1.69456,-0.986609,-1.24695,-0.354778,-0.804039,0.292167,-0.142783,-0.386165,0.330813,-0.457227,-0.424776,0.283614,0.313324,0.138328,0.23783,6370384538.733487129
