mode,Shepherds,Sheep,Objects, Fit Val, max SR, SR
-----------------------mode 0--------------------
0,5,0,10,859132691570.0123291,1,1
0,5,0,10,3612511411352.458008,0,0
0,5,0,10,3830711795640.537109,0.1,0.1
0,5,0,10,3161192692214.850586,0.8,0.8
0,5,0,10,2972656196978.896973,0.1,0.1
0,5,0,10,3391978411005.289551,0.3,0.3
0,5,0,10,2026447660582.662109,0.8,0.8
0,5,0,10,2027413001814.843994,0.1,0.1
0,5,0,10,5058762050798.330078,0,0
0,5,0,10,3637213794505.135254,0,0
0,5,0,10,9038964426983.431641,0,0
0,5,0,10,4456081558185.680664,0.2,0.2
0,5,0,10,3035191593539.166504,0.3,0.3
0,5,0,10,6368221303492.140625,0,0
0,5,0,10,1911761207725.613281,0.5,0.5
0,5,0,10,12001506061953.80078,0,0
0,5,0,10,1605640658823.857666,0.8,0.8
0,5,0,10,3064352997783.049316,0.2,0.2
0,5,0,10,4014339392357.234863,0,0
0,5,0,10,3331489334048.505859,1,1
0,5,0,10,6021897697864.609375,0.1,0.1
0,5,0,10,5823740787599.234375,0.1,0.1
0,5,0,10,7247088239126.275391,0.1,0.1
0,5,0,10,8426777878090.741211,0.1,0.1
0,5,0,10,7363050232683.561523,0.1,0.1
0,5,0,10,3716266572416.710449,0,0
0,5,0,10,5772771399569.59668,0.1,0.1
0,5,0,10,6002365023818.139648,0,0
0,5,0,10,5258811879072.023438,0.1,0.1
0,5,0,10,6784559512985.927734,0.1,0.1
0,5,0,10,5827561324800.72168,0.1,0.1
0,5,0,10,7367319663611.759766,0.1,0.1
0,5,0,10,3394680693938.580078,0,0
0,5,0,10,6577909035779.077148,0.1,0.1
0,5,0,10,5796325990920.336914,0.1,0.1
0,5,0,10,6053445305811.083008,0.1,0.1
0,5,0,10,7030371623844.525391,0.1,0.1
0,5,0,10,7403032143700.006836,0.1,0.1
0,5,0,10,6181807256529.111328,0.1,0.1
0,5,0,10,6624780453414.375977,0.1,0.1
0,5,0,10,2357406261050.124512,0.7,0.7
0,5,0,10,2629838200720.619141,0.4,0.4
0,5,0,10,3052805388159.876953,0.3,0.3
0,5,0,10,2458355643199.336426,0.7,0.7
0,5,0,10,3398998266522.078125,1,1
0,5,0,10,2582124599200.691895,0.7,0.7
0,5,0,10,2184290260494.833984,1,1
0,5,0,10,3723337507982.83252,1,1
0,5,0,10,2673611426548.754395,0.4,0.4
0,5,0,10,3490036699861.431152,1,1
0,5,0,10,3422338277315.511719,1,1
0,5,0,10,4177029287605.942383,1,1
0,5,0,10,3930956683328.295898,1,1
0,5,0,10,3350244569696.547852,1,1
0,5,0,10,3602146163818.574707,1,1
0,5,0,10,3401378084305.214355,1,1
0,5,0,10,3444663939285.703125,1,1
0,5,0,10,3554760055776.323242,1,1
0,5,0,10,3524785569755.803223,1,1
0,5,0,10,3472535061317.184082,1,1
0,5,0,10,1843958806484.697266,1,1
0,5,0,10,2540523748063.789551,0.8,0.8
0,5,0,10,2464240411008.910645,1,1
0,5,0,10,1182469224435.724609,1,1
0,5,0,10,1304910527459.727295,1,1
0,5,0,10,1675213945272.039795,0.6,0.6
0,5,0,10,1742816104841.289307,0.7,0.7
0,5,0,10,1454338175284.430908,1,1
0,5,0,10,1412406808941.205322,0.9,0.9
0,5,0,10,1412670220894.125244,1,1
0,5,0,10,1510776046141.299805,0.8,0.8
0,5,0,10,3662136783436.103516,0.1,0.1
0,5,0,10,3298865250778.674316,0.1,0.1
0,5,0,10,3365530638680.312012,0.1,0.1
0,5,0,10,3948103977422.885254,0.1,0.1
0,5,0,10,3744600755696.532227,0.1,0.1
0,5,0,10,3554772155323.279785,0.1,0.1
0,5,0,10,3754833365884.470215,0.1,0.1
0,5,0,10,3060526348653.707031,0.1,0.1
0,5,0,10,219993534653.0912781,1,1
0,5,0,10,3763248589461.369141,0.2,0.2
0,5,0,10,3954513002028.342285,0.2,0.2
0,5,0,10,3408547629710.878418,0.2,0.2
0,5,0,10,3173262924966.15625,0,0
0,5,0,10,3727940456117.963379,0,0
0,5,0,10,3144841376887.613281,0,0
0,5,0,10,3423311857485.291016,0,0
0,5,0,10,3483737972978.33252,0,0
0,5,0,10,3836409928144.246582,0,0
0,5,0,10,3229501798810.990723,0,0
0,5,0,10,3282050965462.204102,0,0
0,5,0,10,950471226754.498291,1,1
0,5,0,10,1091643435131.429199,1,1
0,5,0,10,982659157352.59021,1,1
0,5,0,10,978566550863.2728271,1,1
0,5,0,10,911463499957.7303467,1,1
0,5,0,10,1013008992471.172852,1,1
0,5,0,10,998975317624.8348389,1,1
0,5,0,10,1128851476011.668213,1,1
0,5,0,10,5220299940858.566406,0,0
0,5,2,8,2622046175668.881348,0.2,0.2
0,5,2,8,5160201665676.880859,0.2,0.2
0,5,2,8,2731587142057.0625,0.4,0.4
0,5,2,8,2147994234560.611328,1,1
0,5,2,8,4582732089717.017578,0.3,0.3
0,5,2,8,2774784882048.077637,0.8,0.8
0,5,2,8,5683578801177.037109,0.2,0.2
0,5,2,8,1374112548275.166504,0.6,0.6
0,5,2,8,3281023949122.369629,1,1
0,5,2,8,3324613983746.733887,1,1
0,5,2,8,2509049650836.317383,0.7,0.7
0,5,2,8,1953895193630.083496,0.7,0.7
0,5,2,8,1805160242465.60791,0.8,0.8
0,5,2,8,2011283174606.288818,0.8,0.8
0,5,2,8,1895903790310.62207,0.2,0.2
0,5,2,8,1324125269360.284668,0.4,0.4
0,5,2,8,2729416997781.702148,1,0.9
0,5,2,8,1323107685591.171143,0.7,0.6
0,5,2,8,1347034082450.003662,0.5,0.5
0,5,2,8,2336952204957.213867,0.6,0.6
0,5,2,8,1941422099113.790283,1,1
0,5,2,8,15612487080699.5293,0.2,0.2
0,5,2,8,2402487485220.332031,1,1
0,5,2,8,2474348257294.809082,0.5,0.5
0,5,2,8,2387395649036.950684,1,1
0,5,2,8,5111333645358.583008,0.3,0.3
0,5,2,8,5652805219916.472656,0.4,0.4
0,5,2,8,2234390330494.994141,0.9,0.9
0,5,2,8,2517048473465.359863,0.5,0.5
0,5,2,8,2111650213080.96167,1,0.9
0,5,2,8,2121785740136.289795,1,1
0,5,2,8,5309082986341.050781,0.3,0.3
0,5,2,8,4928308118827.334961,0.3,0.3
0,5,2,8,2252739947224.819336,1,1
0,5,2,8,4842164693993.076172,0.4,0.4
0,5,2,8,4667548524754.188477,0.4,0.4
0,5,2,8,6269046303037.556641,0.4,0.4
0,5,2,8,2099493359626.072754,1,1
0,5,2,8,2000741793746.513916,0.9,0.9
0,5,2,8,6462295631754.192383,0.3,0.3
0,5,2,8,2736983374605.175781,1,1
0,5,2,8,2803718392007.962891,1,1
0,5,2,8,2234408259664.349609,1,1
0,5,2,8,4292516320939.274414,0.4,0.4
0,5,2,8,2506779707032.21875,1,1
0,5,2,8,4080709894534.390625,0.2,0.2
0,5,2,8,4618951228059.332031,0.2,0.2
0,5,2,8,3141397972748.876465,0.9,0.9
0,5,2,8,3558226923280.678223,0.3,0.3
0,5,2,8,2800821308178.3125,1,1
0,5,2,8,2623135668662.622559,1,1
0,5,2,8,5231165612838.164062,0.2,0.2
0,5,2,8,4449211163684.854492,0.2,0.2
0,5,2,8,2722597295253.526367,0.6,0.6
0,5,2,8,2793884214617.98877,1,1
0,5,2,8,2454608492949.896973,0.2,0.2
0,5,2,8,2595307721632.229492,0.7,0.7
0,5,2,8,2514452003705.282227,1,1
0,5,2,8,4766463191011.462891,0.2,0.2
0,5,2,8,4327044667393.039551,0.3,0.3
0,5,2,8,2096718312441.007812,1,1
0,5,2,8,4153824222728.89502,0.5,0.5
0,5,2,8,4506079248563.854492,0.5,0.5
0,5,2,8,3528906039109.722656,0.5,0.4
0,5,2,8,3971853088441.740723,0.6,0.6
0,5,2,8,4412216672802.469727,0.3,0.3
0,5,2,8,4056804659598.341309,0.5,0.5
0,5,2,8,4282685889349.674316,0.5,0.5
0,5,2,8,1705341264800.708984,0.8,0.8
0,5,2,8,3196955749754.491211,0.5,0.5
0,5,2,8,3941468047001.226074,0.5,0.5
0,5,2,8,4015010138048.675293,0.5,0.5
0,5,2,8,4586186028095.140625,0.5,0.5
0,5,2,8,4574729373624.282227,0.5,0.5
0,5,2,8,3090771198397.876465,0.7,0.7
0,5,2,8,2206205957140.761719,1,1
0,5,2,8,3520609791898.762695,0.4,0.4
0,5,2,8,2531576972170.069824,1,1
0,5,2,8,3669153511157.008789,0.4,0.4
0,5,2,8,2797545693487.436523,0.4,0.4
0,5,2,8,5174433119974.944336,0.3,0.3
0,5,2,8,4911392684957.658203,0.2,0.2
0,5,2,8,2336432905684.506836,1,1
0,5,2,8,2850194185323.437012,1,1
0,5,2,8,2023099782684.66333,1,1
0,5,2,8,2054244755018.696533,1,1
0,5,2,8,1850680557511.927979,1,1
0,5,2,8,1686259265703.139648,1,1
0,5,2,8,2255415266346.9375,1,1
0,5,2,8,2436795985522.44043,1,1
0,5,2,8,3471737375085.554688,1,1
0,5,2,8,1616444914596.527344,1,1
0,5,2,8,1894708603127.232178,1,0.9
0,5,2,8,3280098488657.550781,1,1
0,5,2,8,2339530664146.260742,1,1
0,5,2,8,2719544674915.024414,1,1
0,5,2,8,2455383394694.19873,1,1
0,5,2,8,2999636436966.337891,1,0.9
0,5,2,8,2987201109549.702637,1,1
0,5,2,8,4266495689107.665527,1,1
0,5,4,6,880635159562.7285156,0.6,0.6
0,5,4,6,1170420720582.230469,1,0.7
0,5,4,6,2884645303483.144043,0.4,0.4
0,5,4,6,5847907448463.083984,0.9,0.9
0,5,4,6,3844041346834.183594,0.8,0.8
0,5,4,6,760840576373.6931152,1,0.8
0,5,4,6,809510352752.1540527,0.9,0.9
0,5,4,6,4621184814519.888672,0.4,0.4
0,5,4,6,2448699809455.928711,0.9,0.8
0,5,4,6,789373022212.4134521,1,1
0,5,4,6,2277063681387.377441,1,1
0,5,4,6,11673299560479.94336,0.2,0.1
0,5,4,6,1575783565819.404053,0.9,0.9
0,5,4,6,1818775823113.543701,1,0.9
0,5,4,6,1237182076790.682861,1,0.9
0,5,4,6,1472570290360.935791,1,0.9
0,5,4,6,9568698628951.066406,0.3,0.3
0,5,4,6,2005229061064.944092,0.9,0.9
0,5,4,6,1086306872539.848511,1,1
0,5,4,6,3804026231423.03418,1,0.7
0,5,4,6,1098899815528.840454,1,0.8
0,5,4,6,764956533351.3023682,1,1
0,5,4,6,758941249852.5231934,1,0.8
0,5,4,6,829911795676.8540039,1,1
0,5,4,6,894394222432.6066895,1,1
0,5,4,6,704155125859.1402588,1,1
0,5,4,6,470267711906.9595947,1,1
0,5,4,6,894295689328.8389893,1,0.9
0,5,4,6,3431542769518.044434,0.7,0.7
0,5,4,6,614553945364.5540771,1,1
0,5,4,6,2878626406929.150879,0.6,0.6
0,5,4,6,2296151335916.229492,0.8,0.8
0,5,4,6,4282669732993.041504,1,0.9
0,5,4,6,809007644779.2119141,0.8,0.8
0,5,4,6,3628143108629.304688,1,0.9
0,5,4,6,2654589058063.005859,1,1
0,5,4,6,3851195856788.134277,0.9,0.9
0,5,4,6,2646980033781.227539,1,1
0,5,4,6,4390853671832.34668,0.9,0.9
0,5,4,6,929606711388.5410156,1,1
0,5,4,6,4140059136198.772949,1,1
0,5,4,6,2939708305405.866211,1,0.9
0,5,4,6,3707758962905.091797,1,0.9
0,5,4,6,3219775945061.481934,1,0.9
0,5,4,6,5086012761849.185547,0.5,0.5
0,5,4,6,4874042349258.132812,1,1
0,5,4,6,974524726494.9071045,1,1
0,5,4,6,4828021644484.446289,0.5,0.5
0,5,4,6,4022256806229.015625,0.7,0.7
0,5,4,6,1021645949928.144409,0.4,0.4
0,5,4,6,4555000418122.157227,1,1
0,5,4,6,12158918952002.17969,0.5,0.5
0,5,4,6,1918525573898.665283,1,1
0,5,4,6,1648287689851.82959,1,0.9
0,5,4,6,3716971756453.570312,0.7,0.7
0,5,4,6,6025599063085.523438,0.5,0.5
0,5,4,6,866410299220.0808105,0.4,0.4
0,5,4,6,5675903843826.380859,0.5,0.5
0,5,4,6,825925997583.020874,0.4,0.4
0,5,4,6,749792518773.6234131,0.4,0.4
0,5,4,6,1285544433609.750488,1,1
0,5,4,6,2321276347235.450195,0.5,0.5
0,5,4,6,2609487599504.07666,0.4,0.4
0,5,4,6,2205828602965.10498,0.5,0.5
0,5,4,6,2336858182031.124512,0.5,0.5
0,5,4,6,2160146944428.217285,0.5,0.5
0,5,4,6,2165704765879.936523,1,1
0,5,4,6,3157378383450.905273,0.7,0.7
0,5,4,6,1695257839259.671631,0.7,0.6
0,5,4,6,2778380195500.192871,0.5,0.5
0,5,4,6,2062792841667.342529,0.7,0.7
0,5,4,6,4893614813679.286133,0.4,0.4
0,5,4,6,1763813265511.213867,0.8,0.8
0,5,4,6,3444009063092.543457,0.8,0.7
0,5,4,6,4321248461513.546387,0.7,0.7
0,5,4,6,4166411719198.312012,0.4,0.4
0,5,4,6,7591346589248.125,0.2,0.1
0,5,4,6,4059115767066.553223,0.9,0.9
0,5,4,6,655922631555.4940186,0.9,0.7
0,5,4,6,687337153150.0654297,1,0.8
0,5,4,6,661134866199.5821533,1,1
0,5,4,6,3826321298559.787598,0.9,0.9
0,5,4,6,3475937968241.191406,1,1
0,5,4,6,759115343786.2722168,1,0.8
0,5,4,6,902195360452.6092529,1,1
0,5,4,6,563233996747.010498,1,1
0,5,4,6,4860524220914.244141,1,1
0,5,4,6,490679764639.699707,1,1
0,5,4,6,213064623792.8592834,1,1
0,5,4,6,862443324634.7282715,1,1
0,5,4,6,766629534241.4144287,1,1
0,5,4,6,13563408826567.95703,0.2,0.2
0,5,4,6,468851108858.2705078,1,1
0,5,4,6,540372591901.3843384,1,1
0,5,4,6,242671670571.1377869,1,1
0,5,4,6,671224421778.7637939,1,1
0,5,4,6,597480069191.8614502,1,1
0,5,4,6,12341851879565.97461,0.8,0.4
0,5,4,6,396139743768.3007812,1,1
0,5,4,6,200657591396.8438416,1,1
0,5,6,4,721578200031.2307129,1,0.8
0,5,6,4,2167519658201.802002,1,1
0,5,6,4,2177781038091.07251,1,1
0,5,6,4,4904364868535.148438,0.6,0.6
0,5,6,4,4884589665710.819336,0.7,0.7
0,5,6,4,2195699224165.802246,0.8,0.8
0,5,6,4,883617682747.8034668,1,1
