SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,ShepherdX,ShepherdY,ShepherdX,ShepherdY,ShepherdX,ShepherdY,
178.719,180.527,57.6799,179.071,209.548,150.004,163.422,65.6008,171.981,78.1513,26.6573,146.66,56.3567,90.473,102.282,129.755,158.293,79.3004,37.1656,95.9587,73.8405,48.1904,38.1102,189.778,222.062,121.562,
178.599,180.462,57.6783,179.048,209.529,150.013,163.41,65.6732,172.085,78.0607,26.5062,146.72,56.3992,90.3914,102.229,129.736,158.293,79.2983,37.1767,96.0136,73.5097,48.3237,38.3892,190.005,221.954,121.2,
178.544,180.434,57.6766,179.025,209.511,150.021,163.405,65.7021,172.042,78.0999,26.4107,146.759,56.4022,90.3851,102.317,129.766,158.293,79.2951,37.1656,95.9545,73.1736,48.4572,38.6847,190.245,221.849,120.848,
178.49,180.409,57.6748,179.003,209.492,150.029,163.409,65.6846,172.08,78.0645,26.3294,146.792,56.4333,90.3142,102.233,129.738,158.285,79.3814,37.1786,96.0225,72.8248,48.5934,38.9766,190.48,221.742,120.488,
178.493,180.41,57.6727,178.978,209.474,150.037,163.4,65.7258,172.126,78.0221,26.374,146.775,56.4575,90.259,102.253,129.745,158.277,79.4421,37.1908,96.0771,72.4837,48.7246,39.2677,190.714,221.637,120.128,
178.429,180.385,57.6703,178.952,209.457,150.045,163.375,65.8405,172.083,78.0602,26.3625,146.78,56.4577,90.2587,102.212,129.73,158.273,79.4691,37.2091,96.1611,72.2163,48.8313,39.5462,190.936,221.535,119.775,
178.428,180.384,57.6677,178.926,209.441,150.053,163.387,65.7795,171.961,78.1631,26.3235,146.8,56.4728,90.2277,102.273,129.751,158.275,79.4518,37.2265,96.2465,71.9578,48.9466,39.8451,191.174,221.433,119.415,
178.458,180.398,57.665,178.9,209.424,150.06,163.385,65.7904,171.88,78.2327,26.3281,146.797,56.4615,90.2523,102.361,129.78,158.286,79.3599,37.2172,96.1961,71.6277,49.1006,40.1317,191.4,221.332,119.053,
178.38,180.363,57.662,178.872,209.408,150.068,163.378,65.8195,171.87,78.2425,26.3582,146.783,56.4473,90.2812,102.31,129.764,158.287,79.3569,37.214,96.1785,71.2903,49.2553,40.4269,191.631,221.251,118.779,
178.283,180.322,57.6586,178.843,209.392,150.075,163.385,65.7867,171.841,78.2704,26.3351,146.795,56.4559,90.2659,102.278,129.754,158.286,79.3654,37.2431,96.308,70.9518,49.4097,40.7144,191.853,221.16,118.513,
178.189,180.283,57.6549,178.813,209.377,150.082,163.399,65.7239,171.886,78.2248,26.4298,146.747,56.4058,90.3545,102.271,129.751,158.289,79.3033,37.2657,96.4102,70.6153,49.5619,41.0012,192.074,221.033,118.166,
178.106,180.245,57.6509,178.782,209.361,150.09,163.397,65.7349,171.876,78.2354,26.4975,146.713,56.3873,90.3904,102.218,129.73,158.295,79.1797,37.2733,96.4555,70.2812,49.7116,41.292,192.295,220.911,117.821,
178.122,180.253,57.6468,178.752,209.346,150.097,163.362,65.8963,171.865,78.2488,26.4608,146.732,56.388,90.389,102.192,129.72,158.289,79.262,37.2792,96.4987,69.9422,49.8618,41.5874,192.517,220.79,117.471,
178.098,180.241,57.6423,178.721,209.331,150.104,163.35,65.951,171.812,78.3205,26.452,146.736,56.3199,90.539,102.137,129.7,158.292,79.2298,37.2684,96.4234,69.6037,50.0114,41.8898,192.741,220.673,117.125,
178.141,180.261,57.6374,178.688,209.316,150.112,163.338,66.0056,171.806,78.3294,26.3449,146.785,56.3142,90.5519,102.018,129.657,158.283,79.35,37.2721,96.4509,69.2694,50.1568,42.1884,192.963,220.556,116.776,
178.142,180.261,57.6321,178.655,209.302,150.119,163.325,66.0595,171.741,78.4115,26.3344,146.79,56.3432,90.4816,102.092,129.683,158.287,79.2858,37.2792,96.5202,68.9244,50.3045,42.4941,193.19,220.436,116.419,
178.061,180.23,57.6264,178.621,209.288,150.126,163.308,66.1203,171.724,78.4337,26.2435,146.826,56.361,90.4363,101.996,129.648,158.285,79.3146,37.2865,96.6053,68.6671,50.4187,42.7895,193.408,220.321,116.075,
177.936,180.183,57.6207,178.588,209.274,150.133,163.286,66.1917,171.726,78.4306,26.1228,146.876,56.3014,90.5887,101.927,129.622,158.276,79.4188,37.2886,96.6333,68.4228,50.5381,43.0914,193.628,220.21,115.738,
177.893,180.165,57.6143,178.552,209.261,150.139,163.287,66.1881,171.673,78.5004,25.9883,146.931,56.3024,90.5862,101.831,129.588,158.278,79.3997,37.2875,96.6147,68.1015,50.7026,43.3846,193.841,220.094,115.383,
177.949,180.19,57.6078,178.517,209.248,150.146,163.313,66.0963,171.63,78.5542,26.018,146.919,56.2542,90.7109,101.875,129.603,158.273,79.4391,37.2934,96.7145,67.7678,50.8711,43.6899,194.06,219.979,115.029,
177.912,180.173,57.6007,178.481,209.235,150.152,163.275,66.2251,171.682,78.494,26.0211,146.918,56.2869,90.6267,101.74,129.554,158.268,79.4692,37.2949,96.7424,67.4392,51.0371,43.9896,194.275,219.865,114.674,
177.766,180.098,57.5933,178.444,209.223,150.159,163.275,66.2225,171.751,78.4155,25.9537,146.942,56.2554,90.7074,101.741,129.555,158.266,79.4964,37.2978,96.8012,67.1073,51.2046,44.2795,194.48,219.757,114.332,
177.808,180.119,57.5853,178.406,209.211,150.165,163.276,66.2191,171.652,78.5271,25.9419,146.946,56.2449,90.7318,101.62,129.51,158.277,79.3876,37.2982,96.8084,66.7793,51.3698,44.5832,194.694,219.669,114.063,
177.836,180.133,57.577,178.368,209.199,150.171,163.264,66.2582,171.713,78.4589,25.8906,146.967,56.2701,90.6733,101.468,129.456,158.275,79.4165,37.3056,96.8941,66.4612,51.5288,44.8745,194.898,219.571,113.8,
177.786,180.108,57.5684,178.33,209.187,150.177,163.276,66.2253,171.694,78.4795,25.8797,146.971,56.2095,90.8201,101.583,129.499,158.273,79.4609,37.3089,96.9354,66.1256,51.6947,45.1824,195.112,219.434,113.455,
177.825,180.127,57.5593,178.29,209.176,150.183,163.273,66.2328,171.696,78.4774,25.8391,146.987,56.1779,90.8976,101.514,129.474,158.273,79.5167,37.3133,96.9765,65.7961,51.8562,45.4769,195.315,219.298,113.107,
177.788,180.11,57.5501,178.252,209.165,150.189,163.285,66.2047,171.634,78.5427,25.8008,147,56.1394,90.9955,101.493,129.466,158.272,79.4386,37.3173,97.0041,65.4601,52.0195,45.7906,195.531,219.164,112.765,
177.805,180.118,57.5403,178.212,209.153,150.195,163.279,66.218,171.555,78.623,25.7078,147.031,56.0898,91.12,101.399,129.429,158.274,79.5554,37.3151,96.9871,65.1272,52.1793,46.1002,195.743,219.03,112.42,
177.78,180.107,57.5298,178.171,209.14,150.203,163.238,66.3133,171.557,78.6206,25.6252,147.058,56.0471,91.2308,101.308,129.391,158.273,79.5089,37.3066,96.9088,64.8756,52.3045,46.4149,195.959,218.898,112.076,
177.701,180.068,57.5189,178.13,209.12,150.215,163.263,66.2529,171.524,78.6542,25.6999,147.035,56.0368,91.2599,101.173,129.335,158.272,79.4749,37.295,96.8037,64.6258,52.4416,46.7263,196.172,218.767,111.734,
177.661,180.048,57.5082,178.09,209.136,150.206,163.223,66.3591,171.424,78.7653,25.5759,147.072,55.9906,91.4009,101.163,129.331,158.273,79.4984,37.2996,96.8457,64.304,52.6262,47.03,196.379,218.636,111.386,
177.734,180.081,57.4964,178.048,209.099,150.227,163.239,66.3147,171.507,78.6729,25.5226,147.086,55.9827,91.4254,101.206,129.35,158.28,79.5866,37.2992,96.8421,63.9871,52.8045,47.3452,196.593,218.509,111.046,
177.67,180.052,57.4845,178.006,209.059,150.248,163.212,66.3867,171.428,78.7617,25.6424,147.055,55.9801,91.4349,101.181,129.339,158.275,79.5109,37.3134,96.988,63.6618,52.9847,47.6458,196.795,218.386,110.707,
177.674,180.054,57.4725,177.965,208.966,150.298,163.14,66.5594,171.478,78.7039,25.5331,147.084,55.9773,91.4449,101.125,129.316,158.27,79.4348,37.3148,97.005,63.3422,53.1603,47.9503,197,218.257,110.351,
177.516,179.985,57.4601,177.924,208.955,150.304,163.136,66.5706,171.46,78.7246,25.5966,147.066,55.977,91.4456,101.002,129.269,158.272,79.4759,37.3175,97.0926,63.0251,53.3337,48.2625,197.211,218.135,110.009,
177.492,179.975,57.4471,177.882,208.973,150.294,163.107,66.6392,171.509,78.668,25.6276,147.057,55.9675,91.4717,100.991,129.265,158.273,79.5036,37.3202,97.2602,62.6951,53.5127,48.5669,197.414,218.035,109.741,
177.358,179.921,57.4343,177.841,208.933,150.318,163.046,66.7751,171.549,78.6199,25.471,147.107,55.9163,91.6091,100.939,129.244,158.272,79.4414,37.3208,97.3737,62.378,53.6828,48.876,197.619,217.924,109.478,
177.255,179.879,57.4211,177.801,208.803,150.39,162.98,66.9254,171.52,78.6529,25.4723,147.106,55.9102,91.6255,100.985,129.264,158.275,79.5021,37.3205,97.4295,62.0623,53.8495,49.185,197.822,217.775,109.137,
177.271,179.886,57.4075,177.759,208.766,150.41,163.006,66.8661,171.473,78.7036,25.4042,147.131,55.9039,91.6424,101.11,129.322,158.283,79.6038,37.3218,97.5013,61.8078,53.9881,49.4967,198.027,217.627,108.793,
177.247,179.875,57.3934,177.717,208.809,150.386,163.019,66.8382,171.388,78.7992,25.4219,147.124,55.8977,91.6588,101.085,129.311,158.283,79.6195,37.3233,97.5418,61.5629,54.1346,49.8054,198.227,217.486,108.46,
177.142,179.826,57.3797,177.678,208.798,150.392,163.035,66.8077,171.481,78.6916,25.369,147.145,55.8912,91.6758,101.035,129.287,158.286,79.7811,37.3284,97.6474,61.2464,54.3324,50.1187,198.428,217.344,108.121,
177.116,179.813,57.3655,177.637,208.669,150.461,163.061,66.7537,171.413,78.769,25.353,147.151,55.8846,91.6931,101.077,129.308,158.288,79.8261,37.3373,97.8196,60.9262,54.5301,50.4308,198.627,217.207,107.785,
177.105,179.808,57.3512,177.597,208.671,150.46,163.025,66.8311,171.416,78.7662,25.2396,147.188,55.8779,91.7104,101.147,129.343,158.287,79.8096,37.3325,97.7386,60.615,54.721,50.7325,198.817,217.065,107.438,
177.013,179.761,57.3361,177.555,208.687,150.451,162.992,66.8988,171.409,78.7744,25.2298,147.191,55.8709,91.7285,101.014,129.277,158.287,79.8209,37.3325,97.7382,60.297,54.914,51.0471,199.014,216.926,107.094,
177.015,179.762,57.3208,177.514,208.678,150.456,162.939,67.0032,171.421,78.7581,25.2325,147.19,55.864,91.7461,100.989,129.265,158.29,79.8441,37.3299,97.6174,59.9842,55.1013,51.3601,199.208,216.785,106.743,
176.894,179.704,57.3056,177.474,208.772,150.401,162.888,67.1075,171.399,78.7882,25.1931,147.204,55.8568,91.7643,100.98,129.26,158.289,79.8393,37.3288,97.5713,59.6732,55.2841,51.6792,199.404,216.646,106.398,
176.828,179.673,57.2902,177.434,208.724,150.429,162.883,67.1175,171.42,78.762,25.1422,147.219,55.85,91.7814,101.038,129.287,158.298,79.885,37.3288,97.5682,59.3469,55.4733,52.0045,199.602,216.537,106.137,
176.886,179.702,57.275,177.395,208.697,150.445,162.927,67.0349,171.383,78.8108,25.2305,147.196,55.8427,91.7995,100.96,129.25,158.318,79.9994,37.3293,97.581,59.0231,55.6604,52.3119,199.789,216.416,105.876,
176.981,179.751,57.2592,177.355,208.634,150.49,162.844,67.189,171.375,78.8221,25.3065,147.176,55.8354,91.8176,100.955,129.247,158.338,80.1034,37.3303,97.6029,58.7817,55.8058,52.6235,199.977,216.252,105.541,
176.946,179.734,57.2433,177.316,208.627,150.495,162.827,67.2236,171.276,78.9469,25.2501,147.192,55.8279,91.8359,100.895,129.213,158.348,80.1456,37.3305,97.5261,58.5422,55.9635,52.9437,200.169,216.098,105.218,
176.908,179.718,57.2271,177.276,208.616,150.502,162.834,67.2063,171.193,79.0481,25.2824,147.183,55.8206,91.8535,100.782,129.154,158.377,80.2791,37.3308,97.5403,58.2387,56.1719,53.2601,200.356,215.938,104.88,
176.825,179.683,57.2114,177.239,208.543,150.55,162.83,67.2165,171.07,79.1945,25.2992,147.179,55.8132,91.8715,100.773,129.149,158.383,80.3064,37.3323,97.568,57.9336,56.3796,53.5834,200.545,215.781,104.543,
176.786,179.668,57.1954,177.201,208.509,150.572,162.761,67.3956,171.061,79.2057,25.2269,147.196,55.8055,91.89,100.827,129.179,158.382,80.3038,37.3401,97.702,57.6319,56.5831,53.9064,200.732,215.625,104.208,
176.729,179.647,57.1791,177.163,208.42,150.629,162.756,67.4079,171.02,79.2618,25.2892,147.181,55.7978,91.9082,100.843,129.186,158.402,80.4179,37.337,97.6517,57.3304,56.7838,54.2315,200.919,215.472,103.877,
176.616,179.609,57.163,177.125,208.397,150.643,162.728,67.4724,170.996,79.296,25.3493,147.166,55.79,91.9267,100.951,129.239,158.417,80.5199,37.339,97.6796,57.0201,56.9872,54.5526,201.103,215.317,103.539,
176.518,179.575,57.1466,177.088,208.323,150.684,162.724,67.4839,170.946,79.3682,25.3105,147.177,55.7818,91.9459,100.992,129.26,158.404,80.4154,37.3435,97.72,56.7026,57.1937,54.8709,201.283,215.16,103.194,
176.392,179.536,57.1302,177.051,208.244,150.728,162.709,67.5219,170.897,79.4418,25.2246,147.202,55.7735,91.9651,101.05,129.289,158.409,80.4553,37.3358,97.6431,56.4008,57.3891,55.1913,201.462,215.009,102.861,
176.48,179.562,57.1141,177.016,208.082,150.824,162.687,67.5761,170.864,79.4902,25.228,147.201,55.7653,91.9842,100.985,129.257,158.411,80.4661,37.3315,97.5938,56.0856,57.5923,55.5096,201.638,214.862,102.533,
176.468,179.559,57.0974,176.979,208.072,150.83,162.635,67.6933,170.794,79.5893,25.2607,147.192,55.7569,92.0033,101.014,129.272,158.405,80.4178,37.34,97.6947,55.7826,57.7861,55.8346,201.815,214.709,102.191,
176.455,179.555,57.0816,176.945,208.046,150.844,162.66,67.6368,170.814,79.5618,25.3901,147.158,55.7486,92.0223,101.1,129.313,158.393,80.323,37.3578,97.8777,55.4734,57.9817,56.1658,201.993,214.59,101.935,
176.3,179.515,57.0648,176.909,207.913,150.909,162.604,67.7618,170.721,79.691,25.4663,147.138,55.7397,92.0422,101.09,129.308,158.399,80.381,37.3647,97.9653,55.237,58.1362,56.5011,202.173,214.46,101.685,
176.219,179.494,57.0481,176.873,207.981,150.875,162.642,67.678,170.731,79.6776,25.456,147.141,55.7309,92.062,101.065,129.298,158.395,80.3291,37.3594,97.8895,55.0035,58.3021,56.8331,202.351,214.286,101.362,
176.219,179.495,57.0316,176.839,208.024,150.855,162.637,67.6896,170.687,79.7321,25.3207,147.182,55.722,92.0819,101.068,129.299,158.396,80.3409,37.3617,97.9169,54.7043,58.524,57.1584,202.523,214.114,101.036,
176.237,179.498,57.0157,176.806,208.084,150.829,162.675,67.6054,170.61,79.8209,25.2348,147.21,55.7135,92.1007,101.073,129.301,158.401,80.43,37.3559,97.8545,54.4066,58.7429,57.4808,202.692,213.95,100.722,
176.149,179.479,56.9998,176.773,208.102,150.821,162.625,67.7152,170.641,79.7846,25.054,147.272,55.7044,92.1207,101.059,129.295,158.401,80.4243,37.3685,97.9717,54.1127,58.957,57.7973,202.857,213.78,100.393,
176.127,179.473,56.9834,176.74,208.092,150.825,162.626,67.7126,170.671,79.7491,25.0159,147.285,55.6954,92.1403,100.967,129.262,158.408,80.4959,37.3838,98.1319,53.821,59.1669,58.1304,203.029,213.609,100.057,
176.2,179.495,56.9671,176.707,207.998,150.859,162.634,67.696,170.653,79.7706,24.973,147.299,55.6863,92.1599,100.98,129.267,158.403,80.4451,37.3876,98.1645,53.5196,59.3825,58.4563,203.195,213.439,99.7205,
176.145,179.477,56.9516,176.676,207.902,150.894,162.67,67.6134,170.637,79.791,24.9604,147.302,55.6771,92.1798,100.854,129.228,158.399,80.4114,37.395,98.2076,53.2161,59.5982,58.7878,203.364,213.274,99.3918,
175.991,179.423,56.9352,176.644,207.82,150.922,162.622,67.7197,170.602,79.8364,24.9328,147.309,55.6678,92.1996,100.781,129.207,158.398,80.3939,37.3999,98.2331,52.918,59.8082,59.1088,203.526,213.116,99.0733,
176.051,179.443,56.9192,176.612,207.891,150.899,162.571,67.8388,170.555,79.8944,24.9074,147.315,55.6581,92.2203,100.74,129.195,158.401,80.4478,37.387,98.1724,52.6116,60.0214,59.4453,203.694,212.959,98.7535,
176.028,179.436,56.904,176.583,207.936,150.884,162.573,67.8332,170.541,79.9123,24.8639,147.325,55.6488,92.2399,100.798,129.212,158.402,80.4639,37.399,98.2227,52.3805,60.1874,59.7825,203.861,212.835,98.5076,
176.001,179.43,56.8882,176.553,207.882,150.902,162.59,67.7903,170.543,79.91,24.6985,147.368,55.6394,92.2596,100.799,129.212,158.404,80.4743,37.3812,98.1595,52.1543,60.3644,60.117,204.025,212.7,98.2615,
175.989,179.427,56.8726,176.523,207.871,150.906,162.568,67.8413,170.61,79.8212,24.6585,147.378,55.6299,92.2795,100.816,129.217,158.435,80.6483,37.4084,98.2589,51.8618,60.6027,60.4482,204.188,212.517,97.9444,
175.95,179.416,56.8578,176.495,207.861,150.91,162.535,67.9197,170.492,79.9752,24.6465,147.38,55.6201,92.2999,100.904,129.24,158.454,80.7485,37.4515,98.4301,51.571,60.8371,60.7885,204.354,212.341,97.6313,
176.023,179.435,56.842,176.465,207.835,150.92,162.531,67.9305,170.457,80.0217,24.6219,147.385,55.6104,92.3199,100.983,129.26,158.445,80.7015,37.4394,98.3812,51.2795,61.0702,61.1266,204.52,212.17,97.3229,
176.056,179.443,56.8266,176.437,207.837,150.92,162.496,68.014,170.521,79.933,24.4907,147.403,55.6001,92.341,100.856,129.231,158.432,80.6417,37.4387,98.3782,50.9968,61.2938,61.4636,204.684,211.996,97.0047,
176.004,179.429,56.8116,176.409,207.909,150.896,162.503,67.9982,170.452,80.0301,24.324,147.425,55.5901,92.3614,100.708,129.196,158.415,80.5678,37.4343,98.3618,50.7062,61.5204,61.7979,204.847,211.826,96.6871,
175.965,179.417,56.797,176.382,207.837,150.922,162.516,67.9661,170.438,80.0494,24.4178,147.412,55.58,92.3819,100.784,129.214,158.423,80.5971,37.4376,98.3728,50.4159,61.7442,62.1385,205.014,211.648,96.3525,
175.983,179.422,56.7821,176.355,207.826,150.926,162.544,67.8937,170.477,79.9982,24.5141,147.4,55.57,92.402,100.745,129.207,158.426,80.608,37.4237,98.3259,50.1166,61.9725,62.4752,205.177,211.479,96.0302,
175.927,179.407,56.7678,176.329,207.798,150.936,162.56,67.8492,170.416,80.0841,24.5168,147.399,55.56,92.4221,100.689,129.198,158.418,80.5761,37.4381,98.3809,49.8932,62.1483,62.8084,205.337,211.344,95.7816,
175.943,179.411,56.7531,176.303,207.761,150.95,162.567,67.8324,170.442,80.0455,24.3361,147.423,55.55,92.442,100.78,129.213,158.395,80.4684,37.4415,98.3957,49.6766,62.3333,63.1312,205.49,211.197,95.5352,
176.029,179.438,56.7389,176.278,207.71,150.968,162.528,67.9421,170.395,80.1193,24.4284,147.411,55.5397,92.4625,100.798,129.216,158.391,80.4522,37.445,98.411,49.4091,62.5705,63.4603,205.644,210.999,95.2181,
176.004,179.43,56.7245,176.252,207.6,151,162.493,68.0426,170.412,80.0909,24.3097,147.426,55.5292,92.4833,100.644,129.189,158.423,80.5848,37.4484,98.4269,49.129,62.8144,63.7838,205.796,210.811,94.9118,
175.936,179.405,56.7108,176.228,207.572,151.009,162.477,68.0835,170.355,80.1904,24.2885,147.428,55.5187,92.504,100.693,129.197,158.403,80.4919,37.452,98.4434,48.8445,63.0602,64.1248,205.953,210.614,94.5885,
175.868,179.381,56.697,176.204,207.645,150.984,162.507,68.0112,170.341,80.2153,24.2676,147.429,55.5082,92.5245,100.65,129.191,158.44,80.6715,37.4555,98.4603,48.5684,63.2966,64.4652,206.109,210.429,94.2821,
175.857,179.377,56.6832,176.18,207.592,151.001,162.531,67.9516,170.286,80.3223,24.2095,147.429,55.4981,92.5442,100.638,129.19,158.454,80.7397,37.459,98.4771,48.288,63.5345,64.8003,206.261,210.236,93.9591,
175.742,179.347,56.6698,176.157,207.638,150.987,162.557,67.8944,170.283,80.3276,24.2746,147.427,55.4879,92.564,100.629,129.189,158.473,80.8414,37.4622,98.4934,48.002,63.7762,65.1418,206.415,210.047,93.6407,
175.687,179.333,56.6564,176.134,207.714,150.962,162.492,68.0303,170.317,80.2714,24.2485,147.428,55.4774,92.5842,100.568,129.188,158.484,80.8967,37.4654,98.5101,47.7225,64.0098,65.4758,206.564,209.855,93.3147,
175.65,179.324,56.6435,176.112,207.688,150.972,162.534,67.9449,170.333,80.2451,24.1121,147.432,55.4674,92.6035,100.527,129.188,158.493,80.9516,37.4687,98.5276,47.5066,64.1943,65.8073,206.709,209.671,92.9991,
175.522,179.297,56.6299,176.088,207.608,151.002,162.495,68.0229,170.359,80.2048,24.0839,147.434,55.4567,92.6239,100.605,129.19,158.492,80.9485,37.4719,98.5451,47.3004,64.3854,66.1523,206.861,209.488,92.6803,
175.554,179.303,56.6169,176.066,207.607,151.002,162.51,67.9945,170.311,80.2817,24.1043,147.433,55.4462,92.644,100.696,129.192,158.472,80.8286,37.4753,98.5641,47.0282,64.6484,66.495,207.009,209.304,92.357,
175.548,179.302,56.6038,176.044,207.61,151.001,162.484,68.0477,170.218,80.4358,24.0927,147.433,55.4354,92.6646,100.653,129.191,158.456,80.7337,37.4784,98.5823,46.7588,64.9059,66.8317,207.153,209.159,92.1092,
175.481,179.287,56.591,176.023,207.566,151.021,162.498,68.0167,170.16,80.532,23.9897,147.429,55.4246,92.685,100.615,129.191,158.454,80.7152,37.4816,98.6019,46.4926,65.1579,67.1803,207.3,209.009,91.8739,
175.574,179.305,56.5784,176.002,207.607,151,162.524,67.9603,170.13,80.579,23.9808,147.429,55.414,92.705,100.573,129.191,158.451,80.6981,37.4847,98.6213,46.222,65.4117,67.5138,207.439,208.808,91.572,
175.594,179.309,56.5663,175.982,207.676,150.965,162.525,67.9584,170.172,80.5119,23.9715,147.428,55.4031,92.7257,100.377,129.185,158.447,80.667,37.4878,98.642,45.9543,65.6596,67.8611,207.583,208.61,91.27,
175.526,179.292,56.5535,175.961,207.679,150.964,162.504,68.0137,170.204,80.4591,23.9643,147.427,55.3927,92.7452,100.323,129.185,158.463,80.7943,37.4908,98.6622,45.6872,65.9037,68.1936,207.718,208.408,90.959,
175.485,179.281,56.5413,175.941,207.796,150.916,162.467,68.1068,170.167,80.5221,24.0587,147.433,55.3826,92.7641,100.371,129.183,158.472,80.8668,37.4938,98.6834,45.4125,66.152,68.5349,207.855,208.209,90.6528,
175.487,179.281,56.5293,175.921,207.743,150.937,162.462,68.1183,170.13,80.5792,24.0921,147.434,55.372,92.7837,100.376,129.183,158.476,80.8952,37.4965,98.7042,45.2072,66.3429,68.8794,207.99,208.016,90.3477,
175.475,179.278,56.5169,175.901,207.843,150.897,162.464,68.1138,170.141,80.5633,24.0504,147.432,55.3621,92.8023,100.322,129.185,158.478,80.9172,37.4994,98.7264,45.0138,66.5377,69.2278,208.125,207.821,90.0373,
175.505,179.286,56.5053,175.882,207.861,150.89,162.441,68.1673,170.082,80.6497,24.0381,147.432,55.3519,92.8213,100.249,129.185,158.487,81.0323,37.5022,98.7497,44.7614,66.801,69.5739,208.259,207.627,89.7255,
175.608,179.315,56.4939,175.864,207.987,150.839,162.425,68.2051,170.074,80.6606,23.8599,147.423,55.3416,92.8402,100.324,129.186,158.492,81.0895,37.5048,98.7723,44.5073,67.0615,69.9154,208.389,207.474,89.4865,
175.506,179.287,56.482,175.845,207.837,150.901,162.383,68.3155,170.071,80.6655,23.8047,147.421,55.3311,92.8596,100.312,129.186,158.486,81.0294,37.5072,98.7953,44.2525,67.3192,70.2569,208.518,207.309,89.2502,
175.506,179.287,56.4707,175.827,207.811,150.912,162.357,68.3838,170.067,80.6711,23.761,147.42,55.3204,92.8794,100.151,129.179,158.485,81.0155,37.5096,98.8185,43.9886,67.5829,70.6098,208.649,207.088,88.9474,
175.612,179.32,56.4595,175.809,207.747,150.94,162.364,68.3654,170.063,80.677,23.6743,147.417,55.31,92.8984,100.019,129.175,158.485,81.014,37.5119,98.8427,43.7249,67.8452,70.9677,208.781,206.869,88.6437,
175.459,179.272,56.4483,175.791,207.793,150.921,162.306,68.5033,170.058,80.6829,23.556,147.413,55.2996,92.9175,99.9774,129.173,158.486,80.9384,37.5141,98.8679,43.4573,68.1102,71.3206,208.911,206.65,88.3373,
175.419,179.261,56.4371,175.774,207.754,150.936,162.285,68.5586,170.054,80.6893,23.4855,147.408,55.2894,92.9361,100.058,129.177,158.484,81.0107,37.5162,98.8944,43.2003,68.363,71.6717,209.039,206.435,88.0334,
175.379,179.251,56.4261,175.756,207.687,150.964,162.335,68.4279,170.049,80.6958,23.4442,147.404,55.2792,92.9548,99.9886,129.176,158.483,81.0809,37.5181,98.921,42.9402,68.616,72.0203,209.166,206.218,87.7256,
175.397,179.256,56.4152,175.739,207.626,150.992,162.351,68.3835,170.044,80.7025,23.3697,147.396,55.2694,92.9726,100.021,129.175,158.484,80.9599,37.5199,98.9485,42.7416,68.8145,72.3763,209.293,206,87.4155,
175.442,179.269,56.405,175.723,207.588,151.011,162.357,68.3661,170.04,80.709,23.4349,147.401,55.2596,92.9903,99.9467,129.177,158.484,81.0154,37.5214,98.9751,42.5494,69.0235,72.7203,209.415,205.786,87.1084,
175.326,179.235,56.3945,175.707,207.512,151.051,162.322,68.4617,170.035,80.7161,23.2858,147.394,55.2501,93.0077,99.8612,129.178,158.487,81.1214,37.5229,99.0043,42.2996,69.3068,73.0605,209.532,205.579,86.8078,
175.272,179.217,56.3844,175.691,207.567,151.022,162.283,68.5596,170.029,80.7234,23.4059,147.398,55.2405,93.025,99.9091,129.176,158.488,81.2417,37.5241,99.0328,42.0502,69.5865,73.4163,209.653,205.374,86.5059,
175.303,179.229,56.3739,175.675,207.463,151.079,162.289,68.5454,170.024,80.7306,23.2768,147.395,55.2308,93.0426,99.7931,129.181,158.488,81.2814,37.5251,99.0622,41.81,69.8538,73.7749,209.774,205.212,86.2738,
175.348,179.247,56.3634,175.659,207.382,151.122,162.28,68.5684,170.018,80.7385,23.3118,147.396,55.2212,93.0599,99.6775,129.186,158.488,81.2762,37.5259,99.092,41.5651,70.123,74.1199,209.889,205.046,86.0542,
175.336,179.242,56.3536,175.644,207.345,151.14,162.293,68.5366,170.012,80.7465,23.404,147.399,55.2115,93.0774,99.5155,129.19,158.489,81.2603,37.5265,99.1215,41.3158,70.3932,74.4701,210.004,204.813,85.7571,
175.338,179.243,56.344,175.629,207.454,151.086,162.294,68.5339,170.006,80.7544,23.3042,147.396,55.2025,93.0937,99.5182,129.19,158.49,81.2278,37.5268,99.1517,41.0617,70.666,74.8178,210.118,204.592,85.4715,
175.381,179.261,56.288,175.541,207.416,151.104,162.29,68.5452,170,80.7624,23.2462,147.394,55.1934,93.1101,99.4593,129.192,158.494,81.1635,37.5269,99.1838,40.8136,70.929,75.1687,210.232,204.373,85.184,
175.427,179.28,56.2427,175.469,207.378,151.12,162.274,68.5856,169.994,80.771,23.263,147.395,55.1845,93.1263,99.5681,129.189,158.497,81.1353,37.5267,99.2162,40.5576,71.197,75.5162,210.343,204.155,84.8938,
175.512,179.32,56.2036,175.409,207.409,151.106,162.265,68.6094,169.987,80.7798,23.2083,147.392,55.1753,93.1428,99.5996,129.188,158.486,81.2348,37.5262,99.2505,40.3026,71.462,75.8774,210.456,203.94,84.602,
175.542,179.335,56.1662,175.348,207.342,151.136,162.311,68.4962,169.98,80.7891,23.0441,147.384,55.167,93.1577,99.588,129.188,158.476,81.3369,37.5254,99.2859,40.0443,71.7282,76.2286,210.566,203.724,84.305,
