mode,Noise Level,Noise Scenario, Fit Val, max SR, SR
-----------------------Controller --------------------,,,,,
-----------------------Scenario 1--------------------,,,,,
-----------------------Noise Scenario 2--------------------,,,,,
3,0.2,4,2202102119760.84,0.833333,0.666667
3,0.2,4,2602296894461.2,0.8,0.766667
3,0.2,4,2036072570422.84,0.866667,0.866667
3,0.2,4,2044786564768.92,0.8,0.733333
3,0.4,4,9827033516784.32,0.466667,0.266667
3,0.4,4,11012682344632.9,0.466667,0.2
3,0.4,4,13021525471047.6,0.466667,0.266667
3,0.4,4,12492781984442.7,0.433333,0.3
3,0.4,4,9372958381540.31,0.466667,0.166667
3,0.4,4,12091229253452.6,0.466667,0.333333
3,0.4,4,10589795528053.2,0.433333,0.233333
3,0.4,4,9990342871491.03,0.433333,0.333333
3,0.4,4,9649240649765.9,0.433333,0.366667
3,0.4,4,11940398704358.4,0.5,0.333333
3,0.4,4,15488358694300,0.433333,0.166667
3,0.4,4,14617995037787.7,0.433333,0.0666667
3,0.4,4,17476944076051.3,0.333333,0.3
3,0.4,4,10637574552434.7,0.466667,0.166667
3,0.4,4,13232540295709.5,0.433333,0.0666667
3,0.4,4,14999403867043.3,0.5,0.133333
3,0.4,4,12009431514538.6,0.366667,0.2
3,0.4,4,9966655487573.15,0.433333,0.2
3,0.4,4,13428884680741.9,0.466667,0.233333
3,0.4,4,11349815024143.9,0.433333,0.2
3,0.4,4,12410393754218.6,0.4,0.233333
3,0.4,4,11650654373317.3,0.366667,0.333333
3,0.4,4,11661903167344.3,0.466667,0.2
3,0.4,4,14482895184822.9,0.4,0.233333
3,0.4,4,10669850778755.8,0.466667,0.4
3,0.6,4,36536310624913.1,0.1,0
3,0.6,4,52641262698007,0.0666667,0
3,0.6,4,20954653575686.6,0,0
3,0.6,4,18023173687271.4,0.133333,0
3,0.6,4,38827223268611.4,0.0666667,0
3,0.6,4,31441958228415.4,0.0666667,0
3,0.6,4,28019669464941.4,0.1,0
3,0.6,4,31213506059305.3,0.0666667,0
3,0.6,4,21630960988249.8,0.0666667,0
3,0.6,4,27803080597132.1,0.0666667,0
3,0.6,4,24975271680697.3,0.0666667,0
3,0.6,4,30819878790209,0.0666667,0
3,0.6,4,32188260333786.2,0.0666667,0
3,0.6,4,44982348436466,0,0
3,0.6,4,33521064116571.9,0.0333333,0
3,0.6,4,32075819303216.6,0.133333,0
3,0.6,4,32205758698966.8,0.0666667,0
3,0.6,4,33753058258061.4,0.0333333,0
3,0.6,4,37707851748929.6,0.0333333,0
3,0.6,4,31166481683086.6,0.0333333,0
3,0.6,4,35156930856660,0.0333333,0
3,0.6,4,53066326674712.6,0.1,0
3,0.6,4,24332770850287,0.233333,0
3,0.6,4,21561128774424.3,0.0333333,0
3,0.6,4,20079836019626.7,0.0333333,0
3,0.8,4,34446621194021.8,0.0666667,0
3,0.8,4,20033708583978.8,0.0666667,0
3,0.8,4,22238785338695.1,0.0333333,0
3,0.8,4,34055603779108.6,0.0333333,0
3,0.8,4,23276848174151.8,0.0666667,0
3,0.8,4,16884836555008.3,0.1,0
3,0.8,4,36789115170526.5,0.1,0
3,0.8,4,39270446460903.3,0.0333333,0
3,0.8,4,26698322906221.4,0.0666667,0
3,0.8,4,18601910925793.4,0.1,0
3,0.8,4,33861658254350,0.133333,0
3,0.8,4,44690261390057,0.0333333,0
3,0.8,4,40990024755116.4,0.1,0
3,0.8,4,34629910495228.3,0.0333333,0
3,0.8,4,25061780674715.6,0.1,0
3,0.8,4,20108792290489.2,0.133333,0
3,0.8,4,20123511210484,0.1,0
3,0.8,4,14929003506349.4,0.0333333,0
3,0.8,4,24014869027527.6,0.1,0
3,0.8,4,21107243612406.1,0.133333,0
3,0.8,4,38518651541956.6,0.1,0
3,0.8,4,21910090454550.4,0.2,0
3,0.8,4,31748105681589.3,0.1,0
3,0.8,4,20729476076233.1,0.0333333,0
3,0.8,4,26412198276483.9,0.0333333,0
3,1,4,49205412135331.1,0.266667,0.1
3,1,4,38833611203720,0.0333333,0
3,1,4,22667532611519.8,0.366667,0.366667
3,1,4,52585923192586.4,0.166667,0.1
3,1,4,21291846448680.4,0.433333,0.233333
3,1,4,26288749734672,0.0333333,0.0333333
3,1,4,37541583283350.2,0.0666667,0
3,1,4,25882124275631.9,0.166667,0
3,1,4,28954364702023.6,0.2,0.133333
3,1,4,61083107529980.6,0.0666667,0
3,1,4,41906622463271.8,0.233333,0.133333
3,1,4,31591497735646.6,0.133333,0.0666667
3,1,4,21713837072837.3,0.1,0
3,1,4,34581912961980.3,0.3,0.3
3,1,4,34459770742434.9,0.1,0
3,1,4,23002464631332.8,0.3,0.3
3,1,4,23054540204297.6,0.266667,0
3,1,4,21293979441700.5,0.133333,0
3,1,4,42871101996191,0.1,0
3,1,4,28739553101343.1,0.266667,0.233333
3,1,4,40152052741885.9,0.3,0
3,1,4,29845051541743.8,0.133333,0.0333333
3,1,4,33167624794453.1,0.133333,0
3,1,4,32310904764525,0,0
3,1,4,11272766075647.6,0.0666667,0
-----------------------Scenario 2--------------------,,,,,
-----------------------Noise Scenario 2--------------------,,,,,
3,0,2,2695553077115.81,0.966667,0.966667
3,0,2,1408433560797,1,1
3,0,2,1189940277718.38,1,1
3,0,2,1268729719333.3,1,1
3,0,2,1977280194937.78,1,1
3,0,2,906036333932.201,1,1
3,0,2,566941934806.341,1,1
3,0,2,672256331177.89,1,1
3,0,2,794987644239.909,1,1
3,0,2,746804491834.82,1,1
3,0,2,1287969568091.34,1,1
3,0,2,1197169252582.04,1,1
3,0,2,2150394041112.79,1,1
3,0,2,2247005119798.05,1,1
3,0,2,2053638958556.59,1,1
3,0,2,2376576305274.9,1,1
3,0,2,2132194762070.78,1,1
3,0,2,2219088438614.53,1,1
3,0,2,1967852609657.97,1,1
3,0,2,815042646594.815,1,1
3,0,2,387858807397.531,1,1
3,0,2,854191606422.377,1,1
3,0,2,782961835397.314,1,1
3,0,2,737802624696.044,1,1
3,0,2,1069008946057.19,1,1
