Generation, Iteration, Trial, Fitness Value
22,16,43,1.59538e+06
22,15,49,3.50296e+06
22,17,42,4.04897e+06
22,18,49,2.70215e+06
22,19,48,1.06966e+06
22,14,48,3.4226e+06
22,16,44,2.24441e+06
22,15,50,2.79985e+06
22,17,43,2.56478e+06
22,18,50,1.83592e+06
22,19,49,2.98752e+06
22,14,49,2.54511e+06
22,16,45,1.42601e+06
22,17,44,2.27227e+06
22,19,50,2.52322e+06
22,14,50,2.39282e+06
22,16,46,3.4637e+06
22,17,45,3.66399e+06
22,16,47,2.66877e+06
22,17,46,3.17681e+06
22,16,48,3.02582e+06
22,17,47,2.37624e+06
22,16,49,4.17846e+06
22,17,48,2.83912e+06
22,16,50,3.57921e+06
22,17,49,2.69531e+06
22,17,50,3.06254e+06
23,6,1,3.5129e+06
23,9,1,3.86907e+06
23,4,1,3.70625e+06
23,1,1,3.98194e+06
23,2,1,4.60583e+06
23,3,1,2.6517e+06
23,11,1,2.67668e+06
23,5,1,1.82899e+06
23,12,1,2.14551e+06
23,7,1,2.66504e+06
23,8,1,3.79312e+06
23,10,1,2.33589e+06
23,3,2,3.91706e+06
23,1,2,5.22473e+06
23,2,2,3.1827e+06
23,6,2,2.89305e+06
23,4,2,3.40373e+06
23,11,2,2.2039e+06
23,8,2,2.72079e+06
23,12,2,3.25412e+06
23,9,2,1.78413e+06
23,10,2,2.50962e+06
23,5,2,1.30163e+06
23,7,2,3.92381e+06
23,2,3,2.89036e+06
23,1,3,2.49897e+06
23,3,3,2.08191e+06
23,10,3,3.02795e+06
23,4,3,3.05198e+06
23,12,3,1.86004e+06
23,6,3,2.38885e+06
23,9,3,1.6938e+06
23,8,3,3.31538e+06
23,11,3,2.3283e+06
23,7,3,3.13357e+06
23,5,3,2.109e+06
23,2,4,2.93433e+06
23,1,4,2.4692e+06
23,10,4,4.9701e+06
23,3,4,3.45419e+06
23,12,4,4.19183e+06
23,4,4,2.57052e+06
23,8,4,5.24855e+06
23,7,4,5.38151e+06
23,6,4,3.05896e+06
23,9,4,1.70882e+06
23,11,4,2.83693e+06
23,5,4,1.50567e+06
23,2,5,3.53292e+06
23,10,5,3.85502e+06
23,3,5,3.36745e+06
23,1,5,4.02715e+06
23,4,5,2.51666e+06
23,8,5,2.82451e+06
23,12,5,4.50023e+06
23,7,5,2.99241e+06
23,6,5,2.3931e+06
23,11,5,2.55028e+06
23,9,5,2.23167e+06
23,5,5,1.94405e+06
23,2,6,2.97953e+06
23,1,6,4.06361e+06
23,10,6,3.20647e+06
23,4,6,5.11756e+06
23,12,6,3.7854e+06
23,3,6,2.83296e+06
23,8,6,2.73436e+06
23,7,6,2.74862e+06
23,6,6,2.59832e+06
23,11,6,2.89947e+06
23,9,6,2.6309e+06
23,5,6,3.5158e+06
23,2,7,2.20916e+06
23,1,7,2.80546e+06
23,8,7,4.59904e+06
23,10,7,4.4627e+06
23,4,7,3.68488e+06
23,3,7,2.86346e+06
23,12,7,3.34182e+06
23,7,7,3.33315e+06
23,6,7,3.46364e+06
23,11,7,3.58573e+06
23,5,7,2.83601e+06
23,9,7,2.89541e+06
23,1,8,2.98484e+06
23,2,8,3.10613e+06
23,10,8,3.41069e+06
23,8,8,3.62684e+06
23,4,8,1.76666e+06
23,12,8,3.36579e+06
23,6,8,3.62708e+06
23,3,8,2.9014e+06
23,7,8,3.31489e+06
23,11,8,1.58905e+06
23,5,8,3.40951e+06
23,9,8,1.83414e+06
23,1,9,4.21757e+06
23,2,9,4.78452e+06
23,8,9,3.57525e+06
23,4,9,5.54004e+06
23,10,9,3.10363e+06
23,6,9,3.21964e+06
23,12,9,3.4207e+06
23,3,9,3.21729e+06
23,7,9,1.93987e+06
23,11,9,3.146e+06
23,5,9,1.42445e+06
23,9,9,2.74033e+06
23,1,10,4.13325e+06
23,2,10,3.72549e+06
23,4,10,2.7452e+06
23,8,10,3.59683e+06
23,10,10,1.9132e+06
23,6,10,1.7756e+06
23,12,10,2.39673e+06
23,3,10,4.4925e+06
23,7,10,2.79657e+06
23,11,10,1.51581e+06
23,5,10,3.56507e+06
23,9,10,3.28588e+06
23,1,11,3.2731e+06
23,2,11,3.69248e+06
23,4,11,3.56136e+06
23,8,11,2.24542e+06
23,10,11,4.27273e+06
23,12,11,3.38056e+06
23,6,11,2.85862e+06
23,7,11,3.35676e+06
23,3,11,3.42134e+06
23,11,11,2.74881e+06
23,5,11,3.00029e+06
23,9,11,3.35076e+06
23,1,12,2.20616e+06
23,2,12,4.34407e+06
23,4,12,4.18371e+06
23,8,12,2.84421e+06
23,10,12,3.01103e+06
23,12,12,4.35531e+06
23,6,12,3.16552e+06
23,3,12,3.01015e+06
23,7,12,3.61926e+06
23,5,12,3.62582e+06
23,9,12,2.50146e+06
23,11,12,1.64384e+06
23,1,13,4.03528e+06
23,2,13,2.40256e+06
23,8,13,2.85397e+06
23,4,13,3.42136e+06
23,6,13,2.90009e+06
23,10,13,2.43178e+06
23,12,13,3.71932e+06
23,3,13,2.25701e+06
23,7,13,2.61015e+06
23,5,13,3.90793e+06
23,9,13,3.60901e+06
23,11,13,2.83184e+06
23,1,14,4.36544e+06
23,2,14,3.19761e+06
23,8,14,3.49836e+06
23,4,14,3.26661e+06
23,6,14,3.54961e+06
23,12,14,3.79958e+06
23,10,14,3.48429e+06
23,7,14,2.96853e+06
23,3,14,2.40059e+06
23,5,14,3.18688e+06
23,9,14,3.20327e+06
23,11,14,2.38187e+06
23,1,15,2.57031e+06
23,2,15,3.52615e+06
23,4,15,3.37795e+06
23,8,15,2.83702e+06
23,6,15,2.23255e+06
23,12,15,2.94069e+06
23,10,15,3.63259e+06
23,7,15,3.88921e+06
23,3,15,3.47284e+06
23,5,15,4.7707e+06
23,9,15,3.21696e+06
23,11,15,3.12977e+06
23,1,16,4.84168e+06
23,2,16,2.47629e+06
23,8,16,1.44753e+06
23,4,16,1.84106e+06
23,12,16,2.27352e+06
23,6,16,2.80873e+06
23,10,16,4.05026e+06
23,7,16,2.75481e+06
23,3,16,3.80613e+06
23,5,16,2.29808e+06
23,9,16,3.48926e+06
23,11,16,2.37825e+06
23,1,17,3.64168e+06
23,2,17,2.26435e+06
23,8,17,2.93335e+06
23,4,17,3.3184e+06
23,6,17,2.02141e+06
23,12,17,1.86228e+06
23,10,17,3.6359e+06
23,7,17,2.27261e+06
23,3,17,3.06741e+06
23,5,17,4.06795e+06
23,9,17,3.655e+06
23,11,17,4.05639e+06
23,1,18,3.19285e+06
23,8,18,3.26564e+06
23,2,18,3.48149e+06
23,4,18,2.81732e+06
23,12,18,3.71657e+06
23,6,18,2.47999e+06
23,10,18,3.05646e+06
23,7,18,2.35316e+06
23,5,18,3.77634e+06
23,3,18,3.388e+06
23,11,18,2.59724e+06
23,9,18,1.1094e+06
23,1,19,3.02632e+06
23,8,19,3.28038e+06
23,12,19,3.94478e+06
23,4,19,2.78105e+06
23,2,19,2.36191e+06
23,6,19,1.5285e+06
23,10,19,2.01223e+06
23,7,19,2.73124e+06
23,5,19,3.29653e+06
23,3,19,2.41885e+06
23,11,19,2.96916e+06
23,9,19,2.56335e+06
23,1,20,3.57382e+06
23,12,20,3.36508e+06
23,8,20,2.57461e+06
23,2,20,4.27467e+06
23,4,20,3.33888e+06
23,6,20,1.50154e+06
23,10,20,3.63127e+06
23,5,20,4.14234e+06
23,7,20,2.78967e+06
23,3,20,1.98718e+06
23,11,20,3.34891e+06
23,9,20,2.47967e+06
23,1,21,2.51517e+06
23,12,21,3.27762e+06
23,2,21,2.59424e+06
23,8,21,1.94493e+06
23,4,21,4.06517e+06
23,6,21,2.52836e+06
23,10,21,2.31835e+06
23,5,21,2.72571e+06
23,7,21,2.45977e+06
23,3,21,3.07661e+06
23,9,21,3.20677e+06
23,11,21,2.73769e+06
23,1,22,3.26436e+06
23,12,22,2.17513e+06
23,2,22,3.04498e+06
23,8,22,2.10793e+06
23,4,22,2.28871e+06
23,6,22,1.70918e+06
23,10,22,3.54426e+06
23,7,22,3.86963e+06
23,5,22,2.47016e+06
23,3,22,2.53234e+06
23,9,22,3.47432e+06
23,11,22,2.91592e+06
23,1,23,4.74717e+06
23,12,23,3.68513e+06
23,8,23,3.92709e+06
23,2,23,2.45707e+06
23,4,23,2.86426e+06
23,10,23,4.81955e+06
23,6,23,1.77377e+06
23,5,23,3.78555e+06
23,3,23,3.60192e+06
23,7,23,1.19888e+06
23,9,23,3.12542e+06
23,11,23,2.69053e+06
23,1,24,2.27119e+06
23,12,24,5.54949e+06
23,8,24,3.328e+06
23,2,24,1.9571e+06
23,4,24,3.22889e+06
23,10,24,2.94538e+06
23,6,24,4.50591e+06
23,5,24,2.05237e+06
23,3,24,3.53408e+06
23,7,24,3.17367e+06
23,11,24,3.79098e+06
23,9,24,2.30168e+06
23,1,25,3.74826e+06
23,12,25,4.17622e+06
23,8,25,4.11189e+06
23,4,25,5.67344e+06
23,2,25,2.9399e+06
23,10,25,2.8841e+06
23,5,25,5.48299e+06
23,6,25,2.29105e+06
23,7,25,3.19386e+06
23,3,25,2.41618e+06
23,9,25,4.89328e+06
23,11,25,3.64044e+06
23,1,26,4.68831e+06
23,12,26,3.16182e+06
23,8,26,4.42216e+06
23,2,26,4.29184e+06
23,4,26,3.16691e+06
23,5,26,2.62624e+06
23,10,26,2.19811e+06
23,6,26,3.33915e+06
23,7,26,3.02193e+06
23,3,26,2.61897e+06
23,11,26,2.89349e+06
23,9,26,1.81796e+06
23,1,27,3.07096e+06
23,12,27,2.461e+06
23,8,27,2.38529e+06
23,4,27,3.96526e+06
23,2,27,1.57637e+06
23,10,27,2.81633e+06
23,5,27,2.56333e+06
23,6,27,2.82431e+06
23,7,27,2.53295e+06
23,3,27,4.10654e+06
23,11,27,2.99613e+06
23,9,27,3.44586e+06
23,1,28,4.51641e+06
23,12,28,2.8492e+06
23,8,28,4.04897e+06
23,4,28,3.22728e+06
23,2,28,3.96401e+06
23,5,28,4.38455e+06
23,10,28,4.27163e+06
23,6,28,4.06313e+06
23,7,28,4.58044e+06
23,3,28,2.48717e+06
23,9,28,3.69045e+06
23,11,28,604236
23,1,29,4.29131e+06
23,12,29,3.27957e+06
23,8,29,1.95311e+06
23,4,29,2.72811e+06
23,2,29,3.80337e+06
23,10,29,2.60676e+06
23,5,29,2.16129e+06
23,6,29,3.59398e+06
23,7,29,2.72075e+06
23,3,29,4.0406e+06
23,9,29,2.27011e+06
23,11,29,2.00519e+06
23,1,30,4.22589e+06
23,12,30,3.56731e+06
23,8,30,4.73695e+06
23,4,30,1.89874e+06
23,7,30,nan
23,2,30,3.35907e+06
23,6,30,4.31638e+06
23,10,30,2.51063e+06
23,5,30,1.1503e+06
23,9,30,4.25356e+06
23,3,30,2.05154e+06
23,11,30,2.4732e+06
23,1,31,2.24443e+06
23,12,31,5.12674e+06
23,8,31,2.38204e+06
23,4,31,3.39139e+06
23,7,31,3.19082e+06
23,2,31,2.98293e+06
23,6,31,1.90677e+06
23,10,31,4.65941e+06
23,5,31,3.60422e+06
23,3,31,3.83448e+06
23,9,31,3.09129e+06
23,11,31,3.0804e+06
23,1,32,3.80478e+06
23,12,32,3.9338e+06
23,8,32,3.12345e+06
23,4,32,3.74435e+06
23,7,32,3.86844e+06
23,2,32,2.11772e+06
23,6,32,2.74045e+06
23,10,32,2.34012e+06
23,5,32,3.45213e+06
23,9,32,3.86575e+06
23,3,32,1.77795e+06
23,11,32,2.24852e+06
23,1,33,3.33905e+06
23,12,33,4.35738e+06
23,8,33,2.03974e+06
23,4,33,3.54664e+06
23,7,33,4.00966e+06
23,2,33,4.85574e+06
23,6,33,2.35887e+06
23,10,33,2.82398e+06
23,5,33,2.13665e+06
23,9,33,3.61078e+06
23,3,33,2.54152e+06
23,11,33,3.71433e+06
23,1,34,4.594e+06
23,12,34,3.41716e+06
23,8,34,3.14084e+06
23,4,34,3.21234e+06
23,2,34,4.15171e+06
23,7,34,1.45889e+06
23,6,34,1.66651e+06
23,10,34,1.93362e+06
23,5,34,1.92894e+06
23,9,34,1.68656e+06
23,3,34,2.83129e+06
23,11,34,2.08083e+06
23,1,35,2.84953e+06
23,12,35,2.97401e+06
23,8,35,1.45424e+06
23,4,35,4.7771e+06
23,2,35,2.61578e+06
23,7,35,2.3523e+06
23,6,35,3.59754e+06
23,10,35,1.7368e+06
23,5,35,2.35024e+06
23,9,35,2.83758e+06
23,3,35,2.3639e+06
23,11,35,1.36485e+06
23,1,36,3.69945e+06
23,12,36,1.94434e+06
23,4,36,3.93184e+06
23,8,36,2.42674e+06
23,2,36,2.97156e+06
23,6,36,2.37461e+06
23,7,36,1.18161e+06
23,5,36,2.1703e+06
23,9,36,3.46747e+06
23,10,36,1.7019e+06
23,3,36,1.97825e+06
23,11,36,3.93472e+06
23,1,37,4.48474e+06
23,12,37,1.92783e+06
23,8,37,3.39965e+06
23,4,37,3.12116e+06
23,2,37,1.86328e+06
23,6,37,4.00649e+06
23,7,37,5.25001e+06
23,9,37,4.13756e+06
23,10,37,4.12853e+06
23,5,37,1.736e+06
23,3,37,2.46126e+06
23,11,37,1.79817e+06
23,1,38,4.03543e+06
23,12,38,3.36635e+06
23,8,38,2.80501e+06
23,4,38,2.29047e+06
23,2,38,3.62828e+06
23,6,38,3.00897e+06
23,7,38,2.15844e+06
23,10,38,2.10386e+06
23,9,38,1.69749e+06
23,3,38,3.45668e+06
23,5,38,1.01801e+06
23,11,38,3.287e+06
23,1,39,3.96072e+06
23,12,39,2.96333e+06
23,4,39,2.56771e+06
23,2,39,4.09929e+06
23,8,39,1.73432e+06
23,6,39,2.65586e+06
23,7,39,2.51296e+06
23,10,39,4.744e+06
23,9,39,2.04803e+06
23,5,39,3.75744e+06
23,3,39,2.33886e+06
23,11,39,2.92863e+06
23,1,40,5.20144e+06
23,12,40,1.55838e+06
23,2,40,2.29595e+06
23,4,40,2.59627e+06
23,8,40,3.07723e+06
23,6,40,2.90347e+06
23,7,40,2.90673e+06
23,10,40,3.53011e+06
23,5,40,3.60304e+06
23,9,40,2.63647e+06
23,3,40,4.77602e+06
23,11,40,3.05334e+06
23,1,41,5.34216e+06
23,12,41,3.46374e+06
23,2,41,3.28395e+06
23,4,41,3.11001e+06
23,8,41,2.47483e+06
23,6,41,4.80551e+06
23,7,41,1.41587e+06
23,10,41,2.34873e+06
23,9,41,3.37977e+06
23,5,41,2.50068e+06
23,3,41,2.44335e+06
23,11,41,3.51766e+06
23,1,42,3.22919e+06
23,12,42,3.41379e+06
23,2,42,3.18196e+06
23,8,42,3.84794e+06
23,4,42,1.46624e+06
23,6,42,2.39048e+06
23,7,42,4.55622e+06
23,9,42,3.0679e+06
23,10,42,2.55831e+06
23,5,42,3.1266e+06
23,3,42,5.90147e+06
23,11,42,3.80237e+06
23,1,43,3.25193e+06
23,12,43,3.64518e+06
23,2,43,4.92528e+06
23,8,43,5.19129e+06
23,4,43,3.28791e+06
23,6,43,2.45471e+06
23,7,43,3.9307e+06
23,10,43,3.34223e+06
23,5,43,4.02634e+06
23,9,43,2.88293e+06
23,3,43,3.26006e+06
23,11,43,2.88647e+06
23,1,44,4.04439e+06
23,12,44,1.19126e+06
23,2,44,2.8974e+06
23,8,44,3.8045e+06
23,6,44,3.83576e+06
23,4,44,2.68162e+06
23,7,44,2.67666e+06
23,5,44,3.9789e+06
23,3,44,3.68113e+06
23,9,44,2.04049e+06
23,10,44,1.05194e+06
23,1,45,4.29041e+06
23,11,44,2.96975e+06
23,12,45,5.83602e+06
23,2,45,2.0545e+06
23,8,45,4.25987e+06
23,6,45,2.52471e+06
23,4,45,2.8682e+06
23,7,45,5.35536e+06
23,5,45,4.04835e+06
23,3,45,3.35667e+06
23,10,45,1.92921e+06
23,9,45,1.85527e+06
23,1,46,3.46966e+06
23,11,45,3.04863e+06
23,12,46,2.39481e+06
23,2,46,3.97754e+06
23,8,46,1.39573e+06
23,6,46,3.98429e+06
23,4,46,3.82661e+06
23,3,46,nan
23,7,46,1.42269e+06
23,5,46,1.91455e+06
23,10,46,3.31996e+06
23,9,46,3.32672e+06
23,1,47,3.36543e+06
23,11,46,3.01714e+06
23,12,47,3.13126e+06
23,2,47,2.47437e+06
23,6,47,4.52288e+06
23,8,47,2.36262e+06
23,4,47,3.32027e+06
23,3,47,3.96407e+06
23,7,47,3.49172e+06
23,10,47,3.61467e+06
23,9,47,3.24178e+06
23,5,47,1.34854e+06
23,1,48,2.47961e+06
23,11,47,2.88991e+06
23,12,48,3.57273e+06
23,2,48,2.74759e+06
23,6,48,4.53173e+06
23,8,48,2.43245e+06
23,4,48,3.07815e+06
23,3,48,2.65665e+06
23,7,48,2.61329e+06
23,10,48,3.11441e+06
23,9,48,3.56055e+06
23,5,48,757899
23,1,49,4.2423e+06
23,11,48,2.4611e+06
23,12,49,2.89052e+06
23,2,49,2.13605e+06
23,4,49,4.55913e+06
23,8,49,3.40005e+06
23,6,49,1.20491e+06
23,3,49,3.34628e+06
23,7,49,1.58425e+06
23,9,49,4.25121e+06
23,10,49,2.43157e+06
23,5,49,3.92635e+06
23,1,50,4.22638e+06
23,11,49,3.68639e+06
23,12,50,3.56713e+06
23,2,50,2.67961e+06
23,8,50,3.01882e+06
23,4,50,3.23924e+06
23,6,50,1.89384e+06
23,3,50,3.30056e+06
23,7,50,3.82241e+06
23,10,50,3.94893e+06
23,5,50,1.94808e+06
23,13,1,2.92505e+06
23,9,50,2.88978e+06
23,11,50,3.36224e+06
23,15,1,2.74399e+06
23,16,1,3.25894e+06
23,14,1,4.03942e+06
23,13,2,3.84567e+06
23,17,1,4.22155e+06
23,20,1,4.1378e+06
23,19,1,2.99989e+06
23,18,1,2.78851e+06
23,15,2,2.44457e+06
23,16,2,3.66168e+06
23,13,3,2.56832e+06
23,20,2,2.95503e+06
23,14,2,2.36565e+06
23,17,2,4.16339e+06
23,15,3,1.77597e+06
23,16,3,2.31771e+06
23,19,2,2.65661e+06
23,18,2,2.48837e+06
23,13,4,3.37128e+06
23,17,3,3.12564e+06
23,20,3,3.06108e+06
23,14,3,2.38963e+06
23,16,4,2.54557e+06
23,15,4,2.57447e+06
23,13,5,3.62759e+06
23,19,3,2.42291e+06
23,17,4,2.22149e+06
23,18,3,1.51696e+06
23,15,5,4.05412e+06
23,14,4,3.8765e+06
23,16,5,4.08387e+06
23,20,4,2.482e+06
23,13,6,2.55458e+06
23,18,4,2.80354e+06
23,19,4,2.62273e+06
23,15,6,1.65707e+06
23,17,5,2.79442e+06
23,14,5,1.76371e+06
23,13,7,3.83082e+06
23,20,5,2.41785e+06
23,16,6,1.48432e+06
23,18,5,2.73646e+06
23,15,7,3.03478e+06
23,14,6,1.65532e+06
23,13,8,3.54143e+06
23,19,5,3.74163e+06
23,17,6,4.06072e+06
23,18,6,1.45904e+06
23,15,8,4.39445e+06
23,16,7,4.46918e+06
23,20,6,3.82136e+06
23,14,7,3.42532e+06
23,13,9,2.6565e+06
23,18,7,4.57364e+06
23,19,6,4.59416e+06
23,15,9,2.9255e+06
23,17,7,2.60585e+06
23,14,8,2.07348e+06
23,13,10,1.68975e+06
23,20,7,3.15698e+06
23,16,8,2.77234e+06
23,18,8,2.30609e+06
23,19,7,3.91384e+06
23,15,10,1.68193e+06
23,14,9,2.46908e+06
23,17,8,3.18332e+06
23,13,11,2.75025e+06
23,18,9,1.38469e+06
23,19,8,2.09197e+06
23,16,9,2.72806e+06
23,15,11,5.02244e+06
23,20,8,1.83133e+06
23,14,10,3.75767e+06
23,18,10,2.46277e+06
23,17,9,2.73487e+06
23,19,9,2.95455e+06
23,15,12,1.78667e+06
23,14,11,2.87759e+06
23,13,12,3.21861e+06
23,20,9,2.30954e+06
23,16,10,2.69388e+06
23,18,11,2.5282e+06
23,19,10,2.36287e+06
23,15,13,3.6044e+06
23,14,12,2.84054e+06
23,17,10,5.54956e+06
23,13,13,2.83124e+06
23,18,12,1.96201e+06
23,16,11,2.14632e+06
23,19,11,4.56196e+06
23,20,10,1.30602e+06
23,14,13,3.59622e+06
23,15,14,1.4257e+06
23,17,11,3.59794e+06
23,18,13,3.64176e+06
23,19,12,2.80433e+06
23,14,14,4.82034e+06
23,15,15,2.99173e+06
23,13,14,2.71136e+06
23,16,12,1.68936e+06
23,20,11,4.85584e+06
23,18,14,1.83504e+06
23,14,15,4.50722e+06
23,15,16,3.15137e+06
23,19,13,2.61886e+06
23,17,12,3.95929e+06
23,13,15,3.65461e+06
23,20,12,3.15545e+06
23,18,15,2.8521e+06
23,16,13,3.38014e+06
23,14,16,2.48879e+06
23,15,17,2.43418e+06
23,19,14,3.03505e+06
23,17,13,3.96537e+06
23,13,16,3.02618e+06
23,18,16,429521
23,14,17,2.0176e+06
23,15,18,4.1348e+06
23,19,15,2.87683e+06
23,20,13,3.31013e+06
23,16,14,3.5235e+06
23,14,18,3.0856e+06
23,15,19,3.32671e+06
23,18,17,1.57912e+06
23,17,14,4.58549e+06
23,19,16,1.40404e+06
23,13,17,3.87124e+06
23,16,15,4.07757e+06
23,20,14,2.76785e+06
23,14,19,4.4329e+06
23,18,18,3.12195e+06
23,19,17,2.41908e+06
23,15,20,3.09833e+06
23,17,15,2.90618e+06
23,16,16,1.82214e+06
23,13,18,2.73782e+06
23,14,20,4.38174e+06
23,18,19,3.65018e+06
23,19,18,2.24395e+06
23,20,15,2.48837e+06
23,15,21,4.69034e+06
23,16,17,2.5709e+06
23,17,16,4.19321e+06
23,18,20,2.94647e+06
23,14,21,3.94677e+06
23,19,19,3.55134e+06
23,13,19,3.35308e+06
23,20,16,3.60158e+06
23,15,22,2.91618e+06
23,16,18,3.26063e+06
23,18,21,4.11845e+06
23,19,20,2.22459e+06
23,17,17,2.94539e+06
23,14,22,2.20101e+06
23,15,23,2.73201e+06
23,16,19,3.39901e+06
23,13,20,1.57879e+06
23,18,22,1.20704e+06
23,20,17,2.68845e+06
23,19,21,3.2394e+06
23,15,24,1.81605e+06
23,16,20,3.21956e+06
23,13,21,3.60148e+06
23,17,18,2.48621e+06
23,14,23,2.60684e+06
23,19,22,2.21178e+06
23,20,18,1.7867e+06
23,18,23,2.67343e+06
23,15,25,4.14441e+06
23,13,22,3.56625e+06
23,19,23,4.44798e+06
23,16,21,2.59374e+06
23,20,19,4.48989e+06
23,14,24,4.04367e+06
23,17,19,2.36932e+06
23,18,24,2.20525e+06
23,15,26,4.72103e+06
23,13,23,4.29813e+06
23,19,24,3.39735e+06
23,18,25,3.65897e+06
23,16,22,3.81172e+06
23,15,27,2.38746e+06
23,20,20,4.89637e+06
23,14,25,2.69622e+06
23,17,20,4.10021e+06
23,13,24,2.79739e+06
23,19,25,1.22683e+06
23,18,26,1.70885e+06
23,15,28,4.1434e+06
23,13,25,2.451e+06
23,16,23,3.16428e+06
23,19,26,2.60002e+06
23,14,26,2.99907e+06
23,20,21,1.74873e+06
23,17,21,3.02153e+06
23,18,27,3.59234e+06
23,15,29,3.77883e+06
23,13,26,4.43396e+06
23,19,27,2.50142e+06
23,18,28,1.71632e+06
23,16,24,3.17984e+06
23,14,27,3.99914e+06
23,17,22,4.38896e+06
23,15,30,1.5251e+06
23,20,22,2.81305e+06
23,13,27,3.30501e+06
23,19,28,3.90511e+06
23,16,25,2.90651e+06
23,14,28,3.69048e+06
23,17,23,2.59245e+06
23,18,29,2.78299e+06
23,20,23,3.27977e+06
23,15,31,5.79263e+06
23,13,28,2.75394e+06
23,16,26,3.92421e+06
23,14,29,2.47889e+06
23,17,24,2.79274e+06
23,19,29,3.3432e+06
23,20,24,3.13819e+06
23,18,30,4.3382e+06
23,16,27,4.30477e+06
23,15,32,3.35334e+06
23,14,30,3.17364e+06
23,17,25,3.43943e+06
23,13,29,3.43106e+06
23,20,25,2.11861e+06
23,19,30,4.09672e+06
23,16,28,2.56119e+06
23,14,31,3.14782e+06
23,17,26,4.78924e+06
23,18,31,2.64307e+06
23,20,26,3.52327e+06
23,15,33,2.24191e+06
23,13,30,3.67237e+06
23,16,29,3.69356e+06
23,19,31,1.86279e+06
23,17,27,3.37592e+06
23,14,32,2.2579e+06
23,18,32,2.84573e+06
23,20,27,1.74219e+06
23,15,34,3.22528e+06
23,13,31,2.14586e+06
23,19,32,3.31208e+06
23,17,28,3.51333e+06
23,14,33,2.21244e+06
23,18,33,1.68657e+06
23,16,30,1.52138e+06
23,19,33,2.25556e+06
23,17,29,1.9192e+06
23,14,34,2.43964e+06
23,18,34,3.42372e+06
23,20,28,2.86291e+06
23,15,35,3.00754e+06
23,13,32,2.27296e+06
23,16,31,2.04524e+06
23,19,34,3.00065e+06
23,14,35,5.20012e+06
23,17,30,3.13682e+06
23,18,35,3.28565e+06
23,20,29,3.63887e+06
23,15,36,2.47381e+06
23,13,33,3.11284e+06
23,19,35,3.63168e+06
23,14,36,2.46257e+06
23,17,31,3.74757e+06
23,18,36,2.2333e+06
23,16,32,2.60887e+06
23,17,32,4.94183e+06
23,14,37,5.29402e+06
23,13,34,3.47773e+06
23,20,30,2.38548e+06
23,18,37,2.65659e+06
23,15,37,3.20732e+06
23,19,36,4.21103e+06
23,16,33,2.02189e+06
23,17,33,2.33997e+06
23,13,35,4.93645e+06
23,14,38,3.44453e+06
23,18,38,4.1749e+06
23,20,31,3.14492e+06
23,15,38,4.51058e+06
23,19,37,4.20042e+06
23,17,34,2.20564e+06
23,14,39,4.12997e+06
23,13,36,3.13357e+06
23,18,39,3.07726e+06
23,16,34,1.70677e+06
23,19,38,3.52196e+06
23,14,40,2.50651e+06
23,13,37,3.78328e+06
23,20,32,3.70475e+06
23,15,39,4.51326e+06
23,17,35,3.90646e+06
23,18,40,4.08374e+06
23,16,35,1.9569e+06
23,19,39,2.875e+06
23,14,41,2.58596e+06
23,13,38,2.32804e+06
23,18,41,2.68909e+06
23,20,33,3.36994e+06
23,15,40,2.38064e+06
23,17,36,1.4536e+06
23,14,42,3.71497e+06
23,19,40,2.96068e+06
23,13,39,3.80155e+06
23,18,42,3.1066e+06
23,16,36,2.60682e+06
23,15,41,2.1943e+06
23,17,37,3.37619e+06
23,20,34,2.63345e+06
23,13,40,3.01672e+06
23,18,43,3.41241e+06
23,14,43,2.92585e+06
23,19,41,2.88049e+06
23,16,37,1.98921e+06
23,15,42,2.26971e+06
23,17,38,4.37134e+06
23,13,41,3.67311e+06
23,18,44,1.15412e+06
23,20,35,2.24652e+06
23,14,44,4.67916e+06
23,17,39,3.04799e+06
23,15,43,2.67087e+06
23,19,42,3.28983e+06
23,13,42,4.07678e+06
23,16,38,3.27754e+06
23,18,45,3.1708e+06
23,17,40,3.10603e+06
23,15,44,3.79661e+06
23,20,36,2.33465e+06
23,13,43,2.67451e+06
23,14,45,2.72755e+06
23,19,43,3.35699e+06
23,18,46,5.22189e+06
23,16,39,2.70613e+06
23,17,41,2.31546e+06
23,15,45,4.65587e+06
23,13,44,521731
23,18,47,3.50966e+06
23,20,37,1.85025e+06
23,14,46,4.37846e+06
23,19,44,4.02204e+06
23,17,42,3.4291e+06
23,15,46,2.26964e+06
23,16,40,2.61577e+06
23,13,45,3.53518e+06
23,18,48,2.04261e+06
23,17,43,3.6128e+06
23,15,47,1.83025e+06
23,20,38,2.40967e+06
23,14,47,2.22527e+06
23,13,46,3.09022e+06
23,19,45,2.77983e+06
23,18,49,2.29377e+06
23,16,41,3.15284e+06
23,17,44,2.62491e+06
23,15,48,2.99111e+06
23,13,47,3.71073e+06
23,18,50,3.51901e+06
23,20,39,4.55215e+06
23,14,48,4.85861e+06
23,19,46,3.72092e+06
23,17,45,4.17637e+06
23,16,42,2.04658e+06
23,15,49,2.96704e+06
23,13,48,4.73125e+06
23,20,40,4.90662e+06
23,17,46,2.78517e+06
23,16,43,1.75416e+06
23,15,50,1.84597e+06
23,19,47,3.17059e+06
23,14,49,3.94941e+06
23,13,49,2.08288e+06
