Evolution 1,best solution: best solution => f-value=91758765346.3212 / fevals=1600 / sigma=1.28024389398344 / iter=80 / elaps=6001522ms / x=  1.45042523618203   8.82530670233125   14.8970845454491  -1.51276800622768   19.0382259873052   13.1220145818071 -0.836422013385754  -12.6906634340499
optimization took 6001.522 seconds
Evolution 2,best solution: best solution => f-value=102502091640.854 / fevals=1600 / sigma=0.640667160326732 / iter=80 / elaps=6026674ms / x=  9.20498161143966   1.62385487881607  -1.17752053409129   2.50752774399189 0.0733341770407505   10.2407409228841   4.71523322374248   2.23131127566816
optimization took 6026.674 seconds
Evolution 3,best solution: best solution => f-value=72416795965.2476 / fevals=1600 / sigma=0.321125935785901 / iter=80 / elaps=5960076ms / x=  4.88061747417736   1.26672562367828  -2.39517635430708   8.78238453410819   8.29924681902481   4.46127483326751 -0.313989512744313   2.28903099901937
optimization took 5960.076 seconds
Evolution 4,best solution: best solution => f-value=93909928601.7296 / fevals=1600 / sigma=1.72387007848806 / iter=80 / elaps=5912800ms / x= 1.39830461872733  7.49157297290212  4.88280238239549  -1.4455470434618  5.68606202603323  6.38614073211185 -2.28191742435353 -12.2685015156991
optimization took 5912.8 seconds
Evolution 5,best solution: best solution => f-value=98048802400.4053 / fevals=1600 / sigma=2.24109504691727 / iter=80 / elaps=6069399ms / x=  15.7541868970378   1.35322908100096 -0.920058355431708   16.4901279576467   1.27042118445644   10.8556680658364  -1.05707905888972  0.719266645307905
optimization took 6069.399 seconds
Evolution 6,best solution: best solution => f-value=84059420197.8793 / fevals=1600 / sigma=0.571037205546923 / iter=80 / elaps=5858494ms / x=  1.33327855193531   10.4143130293152   4.09841808646891  -1.16718936923024   3.15779874980533 -0.644155286515167   1.41171139826951   1.95934079633373
optimization took 5858.494 seconds
Evolution 7,best solution: best solution => f-value=61604086926.8373 / fevals=1600 / sigma=0.213298087951144 / iter=80 / elaps=5890373ms / x=   1.4437535881424   5.62867105328837   3.43776391535235  -1.04411933144784   2.86144267683393   2.00640461356934  0.297002457536429 -0.539959864897442
optimization took 5890.373 seconds
Evolution 8,best solution: best solution => f-value=101584443249.247 / fevals=1600 / sigma=2.62078117942113 / iter=80 / elaps=6010199ms / x= 25.0493833440285 0.783129252954415 -36.6689752461807  18.7190605594144  12.2690820920399  16.4439882799829 -11.0873962063797  21.3302824030669
optimization took 6010.199 seconds
Evolution 9,best solution: best solution => f-value=94601428610.6457 / fevals=1600 / sigma=0.32177272408362 / iter=80 / elaps=5735962ms / x= 6.21422115681046  1.27060846356347 -1.52741691725807  4.18059964715127 -1.77218611730368  3.34940254530544  4.22458734814394  4.83753189888285
optimization took 5735.962 seconds
Evolution 10,best solution: best solution => f-value=93895809225.5708 / fevals=1600 / sigma=0.802650079375059 / iter=80 / elaps=5573806ms / x=  1.31278977179489   6.17310140855287   4.98242489611447  -1.23243171475558   11.7984868322972  -1.70193857926054 -0.541965869468149  -10.2668337054397
optimization took 5573.806 seconds
Evolution 11,best solution: best solution => f-value=95773276114.9922 / fevals=1600 / sigma=0.390046858414616 / iter=80 / elaps=5678959ms / x= 1.47667051640431  5.75912909610495  2.39558761701298 -1.51695070223517  1.40759364764259  -3.6219541466077  1.71028463963614  4.56613352026309
optimization took 5678.959 seconds
