Generation, Iteration, Trial, Vl_1, Vr_1, Vl_2, Vr_2, Vl_3, Vr_3, Vl_4, Vr_4,Vl_5, Vr_5,Vl_6, Vr_6, Fitness Value
1,1,34,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,862280493884530.5
1,1,19,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,495196324624367.4375
1,1,39,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,698929878523132.25
1,1,14,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,828460784315464.25
1,1,29,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,770169181243315.875
1,1,50,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,617246206738068.25
1,1,45,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,284853338968067.25
1,1,25,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,628354054456387
1,1,10,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,585687809568096.25
1,1,5,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,489118417587262.5625
1,1,35,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,688944781159787.375
1,1,40,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,765420731646272.25
1,1,15,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,414138260120325.5
1,1,30,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,653931515825467.125
1,1,20,-0.116241,0.468976,-0.249983,-0.378541,0.204164,-0.181554,-1.09546,-0.0251923,1.07254,0.174048,0.963484,0.144027,784794829708477.125
1,2,1,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,908818423546135.5
1,2,36,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,779544373085339.75
1,2,26,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,712769068034747.375
1,2,31,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,587955809962833.875
1,2,6,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,526375636090844.625
1,2,11,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,543379123229118.75
1,2,21,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,660537120749681
1,2,16,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,531250997891577.4375
1,2,41,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,577899905216579.25
1,2,46,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,588860463893103.875
1,2,37,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,549475622120628
1,2,2,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,536971872215955.5
1,2,27,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,729516024394273.875
1,2,22,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,667132155627776.75
1,2,32,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,237615690495776.4375
1,2,17,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,676675137378338.25
1,2,12,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,272253595709627.5312
1,2,7,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,589250812834048
1,2,47,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,522998188880286.5625
1,2,42,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,419317754212858.0625
1,2,38,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,705983971974579
1,2,3,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,704672213916080.375
1,2,28,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,627065461426358.125
1,2,33,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,542901416253646.625
1,2,18,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,493755163226425.375
1,2,8,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,231098879548206.5625
1,2,48,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,447384862860178.9375
1,2,13,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,870906649032127
1,2,23,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,836207816416725.25
1,2,43,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,519909052820196.875
1,2,4,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,380822078863300.75
1,2,39,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,670930684524296.875
1,2,34,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,499264490396563.75
1,2,29,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,514709189477283.25
1,2,19,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,724945395860940.5
1,2,49,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,538321253555606.75
1,2,9,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,691074317632936.125
1,2,14,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,442147619952293.375
1,2,24,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,615788634406331
1,2,44,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,769306424000058.375
1,2,5,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,757893355423518.25
1,2,35,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,555563488618284.75
1,2,30,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,620192473597377.25
1,2,40,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,626235435352589.75
1,2,20,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,461874734335754.5625
1,2,10,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,781767521706190.375
1,2,50,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,463668799130961.6875
1,2,15,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,853822276493662.5
1,2,25,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,875805368357332.75
1,2,45,0.535037,0.183218,-1.33482,-0.82431,-0.583834,0.660491,0.232666,-0.598592,1.16325,-0.65917,0.469009,-1.16016,871022746040643.125
1,3,36,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,764458779865232.375
1,3,1,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,349354033234446.1875
1,3,11,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,580843436171571.75
1,3,6,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,478765376398057.0625
1,3,21,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,617512323194142.25
1,3,16,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,883856914316138.5
1,3,41,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,412758045363574.6875
1,3,31,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,590699779581277
1,3,26,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,630572070857387
1,3,46,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,913471108553029.5
1,3,37,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,513581387941790.1875
1,3,2,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,342284613421028
1,3,17,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,978231142448362.125
1,3,7,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,473463706568298.9375
1,3,42,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,541030094720081.8125
1,3,22,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,456871523218449.5
1,3,12,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,785706082296929.875
1,3,47,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,740781468636030.75
1,3,32,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,624690316603618.125
1,3,27,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,528381466953114.5625
1,3,38,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,966714843939296.75
1,3,8,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,728090520414266.5
1,3,18,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,874155622130675.875
1,3,3,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,735030489232868.75
1,3,43,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,512296218260022.5
1,3,13,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,561477736829090.75
1,3,23,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,761447928544755.375
1,3,48,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,642472608548788.125
1,3,33,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,639728056774292.625
1,3,28,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,517790783678277.0625
1,3,9,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,663816909934691.25
1,3,39,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,660747599429684.75
1,3,44,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,545701735446284.75
1,3,19,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,522153135552189.5
1,3,4,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,530993019689250.375
1,3,14,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,840725370611546.375
1,3,49,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,537978641688590.5
1,3,24,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,772972546518798.5
1,3,34,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,422933239191374.5
1,3,29,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,507721902853341.375
1,3,10,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,472106628288301.5
1,3,45,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,571164231322875.125
1,3,40,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,645089376782610
1,3,20,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,745725173747881.875
1,3,5,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,715400248323216.25
1,3,15,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,974323616006830.125
1,3,50,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,393298978867859.75
1,3,25,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,541689621767827.8125
1,3,35,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,781086250035537.375
1,3,30,-0.0144013,-0.442368,0.317096,0.134138,-1.58429,-0.713823,0.581338,-0.461654,0.191369,-1.00417,0.795751,-0.537034,497818726363387.1875
1,4,21,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,1003521058940372.5
1,4,26,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,778130286341451.75
1,4,1,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,523519651025903.125
1,4,31,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,754201686652414.375
1,4,11,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,717489325197927.75
1,4,46,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,831159094552936.125
1,4,36,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,556339420259513.625
1,4,16,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,502688585949888.4375
1,4,41,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,733046130461912.5
1,4,6,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,608082871993523.5
1,4,22,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,551789590918684.6875
1,4,2,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,843711300665518.25
1,4,37,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,696749303603082.875
1,4,12,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,691187172385866.625
1,4,27,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,554005445896306.8125
1,4,17,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,273445390364601.6562
1,4,47,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,647474953809062.75
1,4,32,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,551399489417929.1875
1,4,42,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,614327548598995
1,4,7,-1.40325,0.771316,0.357741,0.0571222,-0.112092,-0.042441,-0.918606,0.840474,0.339029,0.0561582,0.60039,-0.539692,703134818581205.375
