SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,ShepherdX,ShepherdY,ShepherdX,ShepherdY,ShepherdX,ShepherdY,ShepherdX,ShepherdY,ShepherdX,ShepherdY,
47.5005,177.522,170.586,25.8452,179.853,48.9612,203.403,58.0107,62.9019,69.5092,60.3918,79.598,181.698,102.399,86.497,139.087,27.1059,122.461,254.989,40.7138,121.388,247.903,40.1059,177.806,120.957,228.504,20.2208,133.007,124.209,262.574,
47.6028,177.38,170.691,25.9998,179.864,48.7677,203.428,57.8831,62.8419,69.4932,60.395,79.5925,181.64,102.403,86.4358,139.098,27.1033,122.306,255.005,40.7726,121.372,248.132,40.236,178.08,121.279,228.711,20.2862,133.345,124.31,262.78,
47.6948,177.225,170.658,25.9517,179.852,48.9664,203.455,57.7337,62.781,69.478,60.3983,79.587,181.581,102.408,86.3777,139.108,27.0979,122.153,255.02,40.8293,121.358,248.368,40.3821,178.358,121.603,228.918,20.3559,133.675,124.414,262.987,
47.7192,177.069,170.626,25.9038,179.841,49.1575,203.486,57.5488,62.723,69.4642,60.4017,79.5813,181.519,102.412,86.3187,139.118,27.0902,122.004,255.035,40.8888,121.344,248.629,40.3556,178.321,121.926,229.125,20.4333,134.014,124.534,263.221,
47.7418,176.908,170.592,25.8537,179.83,49.351,203.518,57.3625,62.6617,69.4506,60.4056,79.575,181.457,102.417,86.2576,139.129,27.0802,121.858,255.051,40.9474,121.333,248.889,40.338,178.286,122.246,229.329,20.5136,134.345,124.655,263.45,
47.7615,176.753,170.697,26.009,179.841,49.1582,203.551,57.1742,62.6019,69.4382,60.4093,79.569,181.399,102.421,86.201,139.139,27.0672,121.707,255.066,41.0077,121.324,249.157,40.4733,178.601,122.564,229.531,20.5965,134.671,124.779,263.682,
47.7796,176.594,170.803,26.166,179.853,48.9589,203.585,56.9792,62.5448,69.4272,60.4131,79.5629,181.34,102.426,86.1431,139.15,27.0521,121.564,255.081,41.0647,121.318,249.396,40.613,178.906,122.876,229.728,20.685,135.002,124.891,263.887,
47.7953,176.436,170.771,26.118,179.842,49.1432,203.618,56.7889,62.4882,69.417,60.4172,79.5564,181.28,102.431,86.0835,139.16,27.0353,121.429,255.096,41.1227,121.314,249.625,40.7597,179.215,123.201,229.933,20.7772,135.33,125.009,264.098,
47.8089,176.28,170.737,26.0683,179.831,49.3334,203.652,56.5964,62.4277,69.407,60.4211,79.5502,181.219,102.435,86.0241,139.171,27.0146,121.287,255.111,41.18,121.312,249.863,40.911,179.522,123.526,230.138,20.767,135.285,125.123,264.298,
47.8217,176.113,170.704,26.0189,179.827,49.3943,203.642,56.6531,62.3685,69.3981,60.4253,79.5436,181.159,102.44,85.9648,139.182,26.9915,121.149,255.127,41.239,121.312,250.125,41.0661,179.826,123.841,230.337,20.7646,135.255,125.24,264.499,
47.8326,175.948,170.669,25.9683,179.823,49.4536,203.631,56.7133,62.3132,69.3905,60.4293,79.5374,181.099,102.444,85.9063,139.192,26.9654,121.012,255.142,41.2986,121.314,250.389,41.2267,180.133,124.163,230.541,20.7685,135.597,125.374,264.727,
47.8429,175.778,170.776,26.1259,179.835,49.2592,203.621,56.7719,62.2572,69.3836,60.4336,79.5308,181.039,102.449,85.846,139.203,26.9372,120.879,255.157,41.3571,121.319,250.655,41.388,180.432,124.488,230.747,20.7799,135.932,125.508,264.949,
47.8523,175.603,170.885,26.2878,179.848,49.0642,203.61,56.8321,62.2029,69.3777,60.438,79.524,180.978,102.453,85.7855,139.214,26.9065,120.748,255.173,41.4174,121.326,250.897,41.5523,180.725,124.806,230.948,20.7962,136.268,125.636,265.156,
47.8601,175.435,170.85,26.2361,179.844,49.1244,203.6,56.8903,62.1463,69.3723,60.4423,79.5176,180.919,102.458,85.7279,139.225,26.8715,120.613,255.188,41.4741,121.334,251.135,41.7276,181.026,125.12,231.149,20.8181,136.61,125.763,265.358,
47.8673,175.256,170.817,26.1866,179.831,49.3114,203.633,56.7042,62.0914,69.3678,60.4469,79.5105,180.861,102.462,85.6705,139.235,26.835,120.484,255.203,41.5323,121.345,251.375,41.9067,181.324,125.439,231.354,20.8435,136.945,125.89,265.557,
47.8729,175.083,170.783,26.1364,179.827,49.3696,203.623,56.7624,62.0378,69.3641,60.4513,79.504,180.8,102.467,85.6104,139.246,26.7943,120.352,255.218,41.5911,121.357,251.614,42.0886,181.618,125.762,231.561,20.8748,137.292,126.017,265.753,
47.8774,174.914,170.75,26.0866,179.823,49.4301,203.613,56.8203,61.9811,69.361,60.4559,79.4971,180.741,102.471,85.5508,139.257,26.7521,120.225,255.234,41.6498,121.373,251.878,42.2731,181.907,126.083,231.768,20.909,137.621,126.16,265.969,
47.8809,174.743,170.717,26.0375,179.819,49.49,203.602,56.8817,61.9245,69.3588,60.4608,79.4899,180.679,102.476,85.4927,139.267,26.71,120.108,255.249,41.7077,121.391,252.138,42.4573,182.185,126.397,231.971,20.95,137.964,126.31,266.189,
47.8831,174.568,170.825,26.1982,179.833,49.292,203.591,56.9403,61.8678,69.3574,60.4657,79.4828,180.617,102.48,85.4334,139.278,26.6666,119.995,255.264,41.7653,121.412,252.401,42.6505,182.468,126.713,232.177,20.9942,138.294,126.448,266.389,
47.8834,174.395,170.934,26.3616,179.845,49.0996,203.581,57.0012,61.8124,69.3569,60.4703,79.4761,180.557,102.485,85.3729,139.289,26.6203,119.882,255.279,41.8228,121.434,252.648,42.8401,182.738,127.033,232.385,21.045,138.637,126.581,266.58,
47.8819,174.226,170.901,26.3126,179.841,49.1593,203.57,57.063,61.757,69.3572,60.4754,79.4687,180.495,102.489,85.3134,139.3,26.5729,119.772,255.294,41.8805,121.458,252.892,43.0419,183.017,127.255,232.52,21.1006,138.979,126.722,266.777,
47.8786,174.057,170.869,26.2638,179.829,49.348,203.602,56.8799,61.704,69.3583,60.4805,79.4613,180.437,102.494,85.2537,139.31,26.5263,119.669,255.309,41.9393,121.483,253.132,43.2501,183.295,127.272,232.497,21.1615,139.321,126.86,266.967,
47.8737,173.891,170.836,26.2153,179.816,49.5357,203.636,56.6876,61.6506,69.3602,60.4854,79.4542,180.378,102.498,85.1946,139.321,26.4772,119.567,255.324,41.996,121.511,253.372,43.4558,183.562,127.29,232.474,21.226,139.654,127.018,267.179,
47.867,173.731,170.803,26.1657,179.813,49.5948,203.625,56.7476,61.5997,69.3628,60.4905,79.447,180.317,102.503,85.1366,139.331,26.4289,119.471,255.339,42.0536,121.539,253.607,43.6683,183.827,127.308,232.451,21.2976,139.994,127.177,267.391,
47.8582,173.571,170.77,26.1168,179.809,49.654,203.615,56.8062,61.5497,69.366,60.4957,79.4395,180.258,102.507,85.0763,139.342,26.3786,119.374,255.354,42.1112,121.572,253.858,43.646,183.796,127.327,232.427,21.3738,140.331,127.338,267.6,
47.8471,173.409,170.88,26.2809,179.822,49.4548,203.605,56.8642,61.4982,69.3702,60.5007,79.4325,180.199,102.511,85.0162,139.353,26.3299,119.285,255.368,42.1675,121.609,254.119,43.6342,183.773,127.346,232.402,21.4543,140.663,127.485,267.788,
47.8345,173.258,170.988,26.4426,179.835,49.2635,203.594,56.9231,61.4494,69.3748,60.5059,79.4252,180.14,102.516,84.957,139.364,26.278,119.194,255.384,42.227,121.649,254.387,43.775,184.09,127.366,232.377,21.5411,140.999,127.636,267.978,
47.8199,173.109,170.954,26.3915,179.831,49.3228,203.584,56.9814,61.3987,69.3805,60.5112,79.4178,180.079,102.52,84.8969,139.375,26.2247,119.104,255.399,42.285,121.687,254.626,43.923,184.403,127.385,232.352,21.6306,141.326,127.787,268.163,
47.8034,172.963,170.92,26.3411,179.827,49.3842,203.573,57.0427,61.3513,69.3865,60.5165,79.4105,180.018,102.525,84.8384,139.385,26.1718,119.018,255.413,42.341,121.728,254.868,44.0758,184.715,127.406,232.326,21.7251,141.648,127.934,268.342,
47.7851,172.821,170.886,26.2908,179.823,49.4443,203.562,57.1039,61.3051,69.393,60.5217,79.4031,179.958,102.529,84.7803,139.396,26.121,118.938,255.429,42.3993,121.77,255.106,44.2345,185.027,127.427,232.3,21.8242,141.966,128.102,268.542,
47.7645,172.679,170.854,26.2424,179.819,49.5034,203.552,57.1627,61.2599,69.4001,60.5272,79.3955,179.9,102.533,84.7204,139.407,26.0662,118.855,255.443,42.4561,121.813,255.338,44.393,185.328,127.448,232.273,21.9287,142.286,128.276,268.745,
47.7416,172.539,170.82,26.191,179.815,49.5638,203.541,57.2223,61.2125,69.4083,60.5325,79.3882,179.84,102.538,84.6594,139.418,26.0146,118.779,255.459,42.5151,121.857,255.564,44.557,185.631,127.469,232.246,22.0408,142.613,128.436,268.93,
47.7151,172.395,170.787,26.1416,179.811,49.6218,203.531,57.2821,61.1671,69.4169,60.5378,79.3809,179.779,102.543,84.5997,139.429,25.9629,118.704,255.474,42.574,121.909,255.822,44.7214,185.926,127.49,232.22,22.029,142.572,128.589,269.103,
47.6875,172.259,170.896,26.3043,179.824,49.4307,203.521,57.3413,61.1246,69.4256,60.5433,79.3735,179.718,102.547,84.5405,139.44,25.9107,118.632,255.489,42.6308,121.964,256.079,44.8905,186.22,127.511,232.193,22.0235,142.531,128.751,269.282,
47.6571,172.123,171.004,26.465,179.836,49.2349,203.511,57.3981,61.0791,69.4356,60.5486,79.3662,179.658,102.552,84.483,139.45,25.8541,118.555,255.504,42.6889,122.021,256.338,45.0635,186.511,127.532,232.166,22.0469,142.868,128.924,269.472,
47.623,171.984,170.97,26.4155,179.832,49.2963,203.501,57.4559,61.0375,69.4455,60.554,79.3588,179.598,102.556,84.424,139.461,25.7972,118.48,255.518,42.7447,122.075,256.573,45.2384,186.796,127.555,232.139,22.0792,143.204,129.107,269.668,
47.5873,171.852,170.937,26.3657,179.82,49.4864,203.533,57.2716,60.9942,69.4566,60.5594,79.3515,179.537,102.561,84.3659,139.472,25.741,118.408,255.533,42.8029,122.131,256.805,45.4202,187.084,127.577,232.11,22.1167,143.54,129.272,269.842,
47.5486,171.72,170.905,26.3177,179.808,49.678,203.565,57.0879,60.953,69.4678,60.5649,79.3441,179.478,102.565,84.3083,139.482,25.6837,118.336,255.548,42.8602,122.189,257.039,45.6031,187.367,127.599,232.083,22.1594,143.881,129.433,270.009,
47.5077,171.592,170.872,26.2693,179.805,49.7366,203.554,57.146,60.9139,69.4792,60.5702,79.3368,179.419,102.57,84.2484,139.493,25.6289,118.27,255.563,42.9179,122.247,257.262,45.7948,187.655,127.622,232.055,22.2061,144.214,129.602,270.181,
47.466,171.471,170.838,26.2188,179.801,49.7971,203.544,57.2045,60.8751,69.4911,60.5757,79.3294,179.359,102.574,84.1908,139.504,25.5736,118.204,255.579,42.977,122.314,257.516,45.9925,187.944,127.645,232.026,22.2589,144.552,129.781,270.361,
47.4206,171.349,170.946,26.38,179.813,49.6062,203.534,57.264,60.8384,69.503,60.5811,79.3222,179.299,102.579,84.1315,139.515,25.5169,118.139,255.593,43.0331,122.384,257.768,46.1873,188.22,127.668,231.998,22.3171,144.887,129.968,270.544,
47.3716,171.226,171.056,26.5435,179.823,49.4236,203.524,57.3231,60.8019,69.5155,60.5866,79.3148,179.239,102.584,84.0702,139.526,25.4592,118.074,255.608,43.0913,122.457,258.021,46.3902,188.497,127.692,231.969,22.3802,145.222,130.137,270.708,
47.32,171.105,171.022,26.493,179.82,49.485,203.514,57.3829,60.767,69.5281,60.5922,79.3072,179.178,102.588,84.0108,139.537,25.4026,118.012,255.623,43.1486,122.523,258.247,46.5938,188.767,127.716,231.938,22.4491,145.565,130.308,270.871,
47.269,170.993,170.989,26.4444,179.816,49.5463,203.504,57.4411,60.7301,69.5421,60.5977,79.2999,179.118,102.593,83.9499,139.548,25.3456,117.95,255.638,43.207,122.59,258.467,46.8084,189.042,127.741,231.908,22.5209,145.895,130.496,271.047,
47.2173,170.886,170.956,26.3946,179.813,49.6064,203.493,57.5013,60.6959,69.5558,60.6032,79.2926,179.057,102.598,83.891,139.559,25.2905,117.892,255.653,43.2656,122.661,258.691,47.0198,189.304,127.766,231.878,22.5992,146.226,130.69,271.225,
47.1657,170.784,170.923,26.3458,179.809,49.6674,203.483,57.5601,60.6624,69.5698,60.6087,79.2852,178.997,102.602,83.8323,139.569,25.2342,117.834,255.669,43.3245,122.741,258.94,47.0006,189.278,127.792,231.846,22.685,146.565,130.887,271.402,
47.1137,170.687,170.89,26.2962,179.806,49.725,203.473,57.6184,60.63,69.5841,60.6143,79.2779,178.937,102.607,83.7733,139.58,25.1776,117.776,255.684,43.3831,122.824,259.19,46.9813,189.241,127.818,231.814,22.7745,146.9,131.066,271.561,
47.0608,170.592,170.857,26.2477,179.802,49.7865,203.463,57.6768,60.5975,69.5991,60.6196,79.2708,178.875,102.612,83.7127,139.591,25.12,117.719,255.698,43.4391,122.91,259.439,47.1234,189.56,127.845,231.781,22.8692,147.235,131.244,271.716,
47.006,170.498,170.966,26.4095,179.814,49.5902,203.453,57.7339,60.5675,69.6136,60.6249,79.2638,178.816,102.616,83.6555,139.601,25.0644,117.665,255.713,43.4963,122.989,259.664,47.2705,189.87,127.872,231.749,22.9653,147.559,131.427,271.874,
46.9527,170.41,171.072,26.5693,179.825,49.3999,203.443,57.7937,60.5363,69.6293,60.6303,79.2566,178.757,102.621,83.5963,139.612,25.0071,117.61,255.729,43.5554,123.071,259.888,47.4222,190.179,127.9,231.715,23.0669,147.883,131.612,272.029,
46.9004,170.327,171.04,26.5207,179.814,49.5915,203.475,57.6047,60.5067,69.645,60.6355,79.2497,178.7,102.625,83.5385,139.622,24.9479,117.554,255.743,43.6108,123.151,260.104,47.5786,190.486,127.928,231.681,23.1714,148.199,131.814,272.196,
46.8493,170.248,171.006,26.4698,179.803,49.7849,203.509,57.409,60.479,69.6603,60.6408,79.2427,178.641,102.63,83.4778,139.633,24.8901,117.501,255.758,43.6684,123.244,260.348,47.7369,190.785,127.956,231.647,23.2815,148.517,132.018,272.362,
46.7981,170.172,170.973,26.4214,179.799,49.8454,203.499,57.4663,60.4531,69.6753,60.646,79.2358,178.582,102.634,83.4174,139.644,25.0315,117.63,255.772,43.7247,123.341,260.595,47.903,191.087,127.986,231.612,23.3971,148.833,132.204,272.51,
46.7455,170.096,170.941,26.3721,179.796,49.9056,203.489,57.525,60.4295,69.6894,60.6514,79.2287,178.524,102.639,83.3563,139.655,25.1717,117.759,255.787,43.7829,123.438,260.836,48.0731,191.384,128.016,231.576,23.5196,149.15,132.386,272.653,
46.6932,170.023,171.051,26.5376,179.807,49.7204,203.479,57.583,60.4055,69.7045,60.6563,79.2222,178.465,102.643,83.2975,139.665,25.1149,117.707,255.803,43.8433,123.53,261.059,48.2435,191.672,128.047,231.539,23.5096,149.119,132.566,272.792,
46.6419,169.953,171.156,26.6962,179.818,49.5219,203.469,57.6409,60.3821,69.7198,60.6615,79.2154,178.404,102.648,83.2384,139.676,25.0572,117.656,255.818,43.9016,123.625,261.284,48.4194,191.959,128.077,231.503,23.5025,149.078,132.776,272.951,
46.5921,169.886,171.122,26.6444,179.815,49.5815,203.458,57.7006,60.3622,69.7334,60.6664,79.2089,178.343,102.652,83.1797,139.686,24.9979,117.604,255.833,43.9614,123.719,261.502,48.6054,192.252,128.109,231.466,23.5383,149.42,132.99,273.11,
46.5438,169.823,171.089,26.5946,179.804,49.7729,203.49,57.5154,60.3415,69.748,60.6714,79.2023,178.283,102.657,83.121,139.697,24.9392,117.553,255.849,44.0204,123.813,261.713,48.7841,192.526,128.141,231.428,23.5817,149.757,133.202,273.265,
46.4954,169.761,171.056,26.5444,179.8,49.8331,203.48,57.5745,60.3209,69.7633,60.6762,79.196,178.223,102.661,83.0624,139.707,25.0854,117.678,255.863,44.078,123.92,261.95,48.9762,192.81,128.174,231.39,23.6311,150.102,133.4,273.407,
46.4469,169.7,171.023,26.4944,179.797,49.8926,203.47,57.6333,60.3025,69.7774,60.6813,79.1893,178.162,102.666,83.0034,139.718,25.2348,117.805,255.878,44.136,124.031,262.19,49.1756,193.095,128.206,231.352,23.6849,150.443,133.588,273.539,
46.4009,169.643,170.99,26.4446,179.794,49.9548,203.46,57.6915,60.2875,69.7895,60.686,79.1831,178.102,102.67,82.9456,139.728,25.1767,117.756,255.893,44.1942,124.134,262.406,49.373,193.369,128.239,231.314,23.7421,150.772,133.78,273.672,
46.3551,169.587,170.957,26.3947,179.79,50.0146,203.45,57.7515,60.2723,69.802,60.6907,79.177,178.042,102.675,82.8837,139.74,25.1168,117.706,255.908,44.252,124.237,262.619,49.5713,193.637,128.272,231.275,23.8054,151.103,133.976,273.805,
46.3094,169.533,171.062,26.5541,179.801,49.8284,203.44,57.8113,60.2579,69.8145,60.6955,79.1706,177.982,102.679,82.8244,139.75,25.0595,117.659,255.924,44.3116,124.339,262.826,49.7781,193.909,128.306,231.236,23.8731,151.428,134.196,273.951,
46.2676,169.483,171.17,26.7166,179.811,49.6361,203.43,57.8683,60.2446,69.8266,60.7001,79.1645,177.921,102.684,82.7656,139.761,25.0017,117.613,255.939,44.3695,124.458,263.061,49.9913,194.183,128.341,231.196,23.9481,151.763,134.419,274.098,
46.226,169.434,171.136,26.6655,179.808,49.6946,203.42,57.9284,60.2318,69.8387,60.7048,79.1584,177.862,102.688,82.707,139.771,24.9445,117.567,255.953,44.427,124.58,263.298,50.2063,194.451,128.377,231.155,24.0277,152.093,134.646,274.243,
46.1837,169.385,171.104,26.6165,179.797,49.8828,203.452,57.7397,60.2197,69.8506,60.7094,79.1524,177.804,102.693,82.6496,139.781,24.8888,117.523,255.968,44.4855,124.702,263.528,50.4238,194.712,128.413,231.114,24.1121,152.419,134.849,274.37,
46.1435,169.338,171.072,26.5682,179.787,50.0733,203.483,57.5516,60.2101,69.8604,60.7138,79.1466,177.746,102.697,82.5898,139.792,25.0394,117.641,255.983,44.5442,124.819,263.745,50.6495,194.975,128.449,231.073,24.2015,152.744,135.049,274.494,
46.1037,169.293,171.038,26.5169,179.783,50.1339,203.473,57.6108,60.202,69.869,60.7182,79.1408,177.684,102.702,82.5317,139.802,25.1934,117.761,255.998,44.6003,124.934,263.953,50.6234,194.941,128.487,231.03,24.2977,153.073,135.253,274.617,
46.0648,169.248,171.144,26.6774,179.794,49.9433,203.463,57.6719,60.194,69.8778,60.7226,79.135,177.624,102.707,82.4733,139.812,25.1335,117.714,256.012,44.6573,125.052,264.162,50.604,194.907,128.524,230.988,24.3976,153.393,135.459,274.739,
46.0264,169.205,171.249,26.8354,179.805,49.7499,203.454,57.7311,60.1861,69.8871,60.727,79.1293,177.562,102.712,82.4144,139.823,25.0753,117.67,256.027,44.7143,125.167,264.363,50.7452,195.202,128.561,230.946,24.5033,153.714,135.666,274.86,
45.9882,169.161,171.215,26.7841,179.801,49.8098,203.444,57.7913,60.1796,69.8949,60.7311,79.124,177.502,102.716,82.3568,139.833,25.0168,117.626,256.042,44.7735,125.299,264.589,50.8954,195.497,128.6,230.903,24.6161,154.041,135.895,274.991,
45.952,169.121,171.181,26.733,179.798,49.8708,203.434,57.8514,60.1732,69.9031,60.7352,79.1186,177.443,102.721,82.2984,139.843,24.9592,117.583,256.057,44.8318,125.434,264.815,51.0493,195.789,128.638,230.859,24.7336,154.365,136.123,275.119,
45.9174,169.082,171.15,26.6852,179.795,49.9278,203.424,57.908,60.168,69.9099,60.7392,79.1132,177.382,102.725,82.2377,139.854,24.9034,117.542,256.072,44.8902,125.568,265.035,51.2114,196.085,128.679,230.814,24.856,154.689,136.361,275.248,
45.8841,169.045,171.117,26.6358,179.791,49.9862,203.414,57.9672,60.1645,69.9147,60.7434,79.1077,177.322,102.73,82.1793,139.864,25.055,117.653,256.087,44.9475,125.692,265.235,51.3832,196.387,128.719,230.769,24.9812,155.009,136.574,275.362,
45.85,169.007,171.083,26.585,179.788,50.0435,203.405,58.0267,60.1607,69.9202,60.7475,79.1024,177.264,102.734,82.1201,139.875,25.2102,117.766,256.101,45.004,125.816,265.432,51.5558,196.679,128.761,230.723,25.1082,155.323,136.788,275.475,
45.8171,168.97,171.049,26.5331,179.784,50.1049,203.395,58.0861,60.1587,69.9233,60.7514,79.0973,177.205,102.739,82.0616,139.885,25.1544,117.725,256.116,45.0607,125.943,265.629,51.7308,196.964,128.804,230.677,25.2411,155.639,137.004,275.586,
45.7864,168.935,171.156,26.695,179.795,49.9159,203.385,58.1432,60.1566,69.9266,60.7553,79.0922,177.144,102.743,82.0011,139.896,25.0969,117.684,256.13,45.1178,126.089,265.851,51.914,197.255,128.847,230.629,25.376,155.945,137.215,275.692,
45.7559,168.901,171.261,26.8532,179.807,49.7224,203.376,58.201,60.1555,69.9285,60.7591,79.0871,177.083,102.748,81.9436,139.906,25.0391,117.643,256.145,45.1762,126.236,266.072,52.1015,197.544,128.892,230.58,25.3656,155.918,137.426,275.796,
45.7263,168.868,171.228,26.8029,179.803,49.7829,203.366,58.2589,60.155,69.9294,60.763,79.0821,177.024,102.752,81.8869,139.916,24.9798,117.601,256.16,45.2352,126.373,266.272,52.2904,197.825,128.937,230.531,25.3557,155.875,137.633,275.896,
45.6969,168.835,171.194,26.7521,179.792,49.979,203.398,58.0687,60.1546,69.93,60.7667,79.0771,176.965,102.757,81.8271,139.926,24.9208,117.56,256.175,45.2919,126.505,266.463,52.489,198.11,128.982,230.483,25.4073,156.198,137.863,276.005,
45.6688,168.803,171.161,26.7017,179.781,50.1623,203.43,57.8811,60.1539,69.9315,60.7704,79.0723,176.903,102.761,81.768,139.936,25.0766,117.668,256.189,45.3477,126.644,266.659,52.6848,198.382,129.03,230.432,25.4692,156.532,138.104,276.116,
45.6409,168.771,171.128,26.6519,179.778,50.2199,203.42,57.9405,60.155,69.9293,60.7742,79.0673,176.843,102.766,81.71,139.946,25.2378,117.779,256.204,45.4064,126.781,266.849,52.8898,198.656,129.077,230.381,25.5381,156.874,138.348,276.226,
45.6144,168.74,171.095,26.6025,179.774,50.2802,203.41,57.9991,60.1547,69.9298,60.7777,79.0626,176.782,102.77,81.6499,139.957,25.1814,117.74,256.218,45.4632,126.935,267.06,53.1,198.928,129.126,230.329,25.6104,157.208,138.571,276.324,
45.59,168.712,171.201,26.7638,179.785,50.0898,203.399,58.0584,60.1563,69.9261,60.7815,79.0578,176.724,102.775,81.5923,139.967,25.1235,117.701,256.233,45.5212,127.089,267.265,53.312,199.194,129.174,230.278,25.6877,157.537,138.792,276.419,
45.5661,168.684,171.303,26.9183,179.796,49.8943,203.39,58.1155,60.1574,69.9233,60.785,79.0531,176.663,102.779,81.5334,139.977,25.066,117.662,256.249,45.5806,127.25,267.478,53.5234,199.451,129.223,230.226,25.7728,157.874,139.014,276.512,
45.5434,168.657,171.271,26.8694,179.793,49.9557,203.379,58.1739,60.1588,69.9198,60.7886,79.0483,176.606,102.784,81.4743,139.987,25.0075,117.624,256.264,45.6401,127.394,267.664,53.7424,199.709,129.274,230.173,25.8617,158.207,139.256,276.611,
45.5217,168.632,171.238,26.8193,179.79,50.0137,203.369,58.2331,60.161,69.9135,60.7923,79.0435,176.545,102.788,81.416,139.998,24.9513,117.587,256.279,45.6978,127.54,267.849,53.7233,199.684,129.327,230.118,25.9533,158.53,139.503,276.71,
45.5008,168.606,171.204,26.7681,179.786,50.0745,203.359,58.2924,60.1627,69.9082,60.7959,79.0387,176.486,102.793,81.3568,140.008,24.8929,117.549,256.293,45.7557,127.702,268.051,53.7023,199.646,129.379,230.064,26.052,158.856,139.755,276.807,
45.48,168.581,171.172,26.7194,179.783,50.1321,203.349,58.3516,60.1638,69.9046,60.7996,79.0339,176.425,102.797,81.298,140.018,25.0511,117.651,256.308,45.812,127.869,268.255,53.8455,199.953,129.433,230.008,26.1581,159.188,139.976,276.891,
45.4604,168.557,171.141,26.6708,179.78,50.1907,203.339,58.4096,60.1653,69.8993,60.8032,79.0291,176.365,102.802,81.2386,140.028,25.2113,117.754,256.323,45.8716,128.024,268.441,53.9936,200.253,129.487,229.953,26.2642,159.506,140.203,276.975,
45.441,168.533,171.108,26.6214,179.777,50.2518,203.329,58.4674,60.1674,69.8913,60.8069,79.0243,176.308,102.806,81.1804,140.038,25.1534,117.717,256.337,45.9276,128.18,268.626,54.1451,200.551,129.542,229.897,26.3786,159.835,140.423,277.054,
45.4226,168.51,171.214,26.7823,179.787,50.0673,203.32,58.5252,60.1692,69.8833,60.8106,79.0195,176.249,102.811,81.1215,140.049,25.0956,117.68,256.352,45.9865,128.334,268.805,54.3038,200.85,129.598,229.84,26.4952,160.153,140.649,277.133,
45.4059,168.488,171.321,26.9449,179.797,49.8787,203.31,58.5837,60.171,69.8749,60.8142,79.0147,176.189,102.815,81.0607,140.059,25.0355,117.643,256.367,46.0441,128.486,268.979,54.4698,201.15,129.655,229.783,26.6192,160.474,140.868,277.208,
45.3899,168.468,171.288,26.8945,179.786,50.073,203.342,58.3965,60.1727,69.8659,60.8179,79.0097,176.128,102.82,81.0005,140.07,24.9759,117.606,256.382,46.1041,128.641,269.153,54.6414,201.45,129.713,229.724,26.7486,160.795,141.115,277.289,
45.3742,168.447,171.254,26.8434,179.776,50.2652,203.373,58.2074,60.174,69.858,60.8217,79.0047,176.07,102.824,80.9414,140.08,24.9181,117.57,256.397,46.1627,128.814,269.345,54.8159,201.743,129.773,229.664,26.8828,161.114,141.363,277.369,
45.3601,168.428,171.221,26.7929,179.773,50.3233,203.363,58.2669,60.1754,69.8484,60.8256,78.9996,176.007,102.829,80.8836,140.09,25.0833,117.671,256.412,46.2211,128.995,269.541,54.9912,202.028,129.833,229.606,27.0222,161.432,141.592,277.44,
45.3467,168.41,171.189,26.7436,179.77,50.3843,203.354,58.3246,60.1766,69.8391,60.8295,78.9945,175.95,102.833,80.8238,140.1,25.2431,117.767,256.427,46.2803,129.179,269.737,55.178,202.321,129.894,229.545,27.1644,161.744,141.816,277.508,
45.3342,168.393,171.294,26.9037,179.78,50.1952,203.344,58.3846,60.1777,69.828,60.8334,78.9893,175.888,102.838,80.7633,140.111,25.1852,117.732,256.441,46.337,129.346,269.912,55.3684,202.611,129.956,229.485,27.312,162.056,142.044,277.575,
45.322,168.375,171.401,27.0658,179.79,50.009,203.334,58.4461,60.1787,69.8157,60.8373,78.9842,175.827,102.842,80.7046,140.121,25.1255,117.697,256.457,46.3964,129.509,270.079,55.5628,202.898,130.018,229.424,27.4651,162.367,142.294,277.646,
45.3112,168.36,171.368,27.0158,179.787,50.0696,203.324,58.5048,60.1793,69.8067,60.8414,78.9788,175.768,102.847,80.6434,140.132,25.0694,117.664,256.472,46.456,129.671,270.244,55.7535,203.171,130.081,229.363,27.4508,162.333,142.551,277.716,
45.3011,168.345,171.336,26.9672,179.776,50.2588,203.355,58.3187,60.1798,69.7959,60.8454,78.9736,175.708,102.851,80.5835,140.142,25.0112,117.63,256.486,46.5134,129.855,270.428,55.9544,203.451,130.143,229.303,27.4415,162.299,142.798,277.782,
45.2912,168.33,171.304,26.9171,179.766,50.4532,203.386,58.1334,60.18,69.7867,60.8495,78.9682,175.65,102.856,80.5236,140.153,24.952,117.595,256.501,46.572,130.045,270.613,56.1571,203.725,130.206,229.243,27.506,162.619,143.026,277.84,
45.2807,168.315,171.271,26.8682,179.762,50.512,203.376,58.1951,60.1801,69.7784,60.8535,78.9628,175.591,102.86,80.4638,140.163,24.8936,117.562,256.516,46.6316,130.237,270.797,56.3617,203.993,130.27,229.182,27.58,162.95,143.253,277.896,
45.2705,168.299,171.381,27.0348,179.773,50.3221,203.366,58.2531,60.18,69.7672,60.8575,78.9576,175.53,102.865,80.4027,140.174,25.0604,117.657,256.531,46.6894,130.409,270.96,56.5731,204.262,130.335,229.121,27.6566,163.272,143.479,277.95,
